Date,VDN,Entered Calls,Offered Calls,Offered Calls net,Answered Calls,Abnadoned Calls,Other Calls,Outflow Calls,Ronas,Interflow Calls,Answering t,Abandoned t,Otherwaiting t,Avg Answering t,Avg Abandoned t,Avg Otherwaiting t,Abandoned Calls 1,Abandoned Calls 2,Abandoned Calls 3,Abandoned Calls 4,Abandoned Calls 5,Abandoned Calls 6,Abandoned Calls 7,Abandoned Calls 8,Abandoned Calls 9,Abandoned Calls 10,Answered Calls 1,Answered Calls 2,Answered Calls 3,Answered Calls 4,Answered Calls 5,Answered Calls 6,Answered Calls 7,Answered Calls 8,Answered Calls 9,Answered Calls 10,% Performance,% SLA 10 sec.,% Aban > SLA 10 sec.,% SLA 20 sec.,% Aban > SLA 20 sec.,% SLA 30 sec.,% Aban > SLA 30 sec.,% SLA 40 sec.,% Aban > SLA 40 sec.,% SLA 50 sec.,% Aban > SLA 50 sec.,ACD t,Hold (inkl. Consult) ACD t,ACD CD t,ACW ACD t,ACD Handle t,Transfer made,Max Calls Waiting,Max Waiting t,Skill 1,Skill 2,Skill 3,Answered Skill 1,Answered Skill 2,Answered Skill 3,ACD Skill 1 t,ACD Skill 2 t,ACD Skill 3 t,ACW Skill 1 t,ACW Skill 2 t,ACW Skill 3 t,Avg VDN Time
Totals,,2664,2660,2646,2517,143,4,4,4,0,16:04:47,4:08:51,:01:24,:00:23,:01:44,:00:21,14,3,13,6,6,10,8,8,11,64,1809,134,93,77,59,49,45,42,32,177,95.12,68.37,4.88,73.43,4.76,76.95,4.27,79.86,4.04,82.09,3.82,157:42:34,:16:41,157:59:15,2:49:50,160:49:05,163,5,:15:49,,,,2508,9,0,157:25:58,:16:36,:00:00,2:49:27,:00:23,:00:00,:04:01
10/26/2021,Nov_DVB_Pre_New,1,1,1,1,0,0,0,0,0,:00:06,:00:00,:00:00,:00:06,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:00:01,:00:00,:00:01,:00:03,:00:04,0,1,:00:06,Nov_DVB_Res_all_othe,Nov_Res_Tech_Other_s,0,1,0,0,:00:01,:00:00,:00:00,:00:03,:00:00,:00:00,:00:07
10/26/2021,Nov_RONA_Fix_Res_all,3,3,3,2,1,0,0,0,0,:00:10,:00:34,:00:00,:00:05,:00:34,,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,66.67,66.67,33.33,66.67,33.33,66.67,33.33,66.67,.00,66.67,.00,:09:14,:00:00,:09:14,:00:11,:09:25,0,1,:00:34,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,2,0,0,:09:14,:00:00,:00:00,:00:11,:00:00,:00:00,:03:19
10/26/2021,Nov_Transfer_L2,1,0,0,0,0,1,1,1,0,:00:00,:00:00,:00:21,,,:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,:00:00,:00:00,:00:00,:00:00,:00:00,0,1,:00:21,Nov_Transfer L2,0,0,0,0,0,:00:00,:00:00,:00:00,:00:00,:00:00,:00:00,:00:21
10/26/2021,Nov_Transfer_L1,94,94,93,91,3,0,0,0,0,:43:17,:04:33,:00:00,:00:29,:01:31,,1,0,0,0,0,0,0,0,0,2,58,5,5,3,5,1,1,2,2,9,97.85,62.37,2.15,67.74,2.15,73.12,2.15,76.34,2.15,81.72,2.15,7:49:49,:00:30,7:50:19,:09:32,7:59:51,4,2,:03:53,Nov_Transfer L1,Nov_Res_Tech_Other_s,0,91,0,0,7:49:49,:00:00,:00:00,:09:32,:00:00,:00:00,:05:31
10/26/2021,Nov_Fix_Prospect,139,137,135,126,11,2,2,2,0,:51:15,:14:21,:00:42,:00:24,:01:18,:00:21,2,0,1,0,0,1,1,1,1,4,95,6,5,4,0,3,2,1,1,9,93.33,70.37,6.67,74.81,6.67,78.52,5.93,81.48,5.93,81.48,5.93,8:17:20,:00:00,8:17:20,:13:20,8:30:40,6,2,:04:55,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,123,3,0,8:15:38,:01:42,:00:00,:13:12,:00:08,:00:00,:04:03
10/26/2021,Nov_Fix_Pre_New,4,4,4,4,0,0,0,0,0,:03:23,:00:00,:00:00,:00:51,,,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,100.00,50.00,.00,75.00,.00,75.00,.00,75.00,.00,75.00,.00,:05:35,:00:01,:05:36,:00:23,:05:59,3,1,:02:58,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,4,0,0,:05:35,:00:00,:00:00,:00:23,:00:00,:00:00,:02:15
10/26/2021,Nov_Fix_Pre_Bronze,34,34,33,28,6,0,0,0,0,:16:16,:11:34,:00:00,:00:35,:01:56,,1,0,1,0,0,0,0,0,0,4,21,2,0,0,0,1,0,0,1,3,84.85,63.64,15.15,69.70,15.15,69.70,12.12,69.70,12.12,69.70,12.12,1:25:54,:00:04,1:25:58,:02:24,1:28:22,6,2,:05:37,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,27,1,0,1:25:30,:00:24,:00:00,:02:22,:00:02,:00:00,:03:21
10/26/2021,Nov_Fix_Pre_Silver,6,6,6,6,0,0,0,0,0,:01:36,:00:00,:00:00,:00:16,,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,100.00,83.33,.00,83.33,.00,83.33,.00,83.33,.00,83.33,.00,:25:23,:00:00,:25:23,:00:33,:25:56,0,1,:01:16,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,6,0,0,:25:23,:00:00,:00:00,:00:33,:00:00,:00:00,:04:30
10/26/2021,Nov_Fix_Pre_Gold,1,1,1,1,0,0,0,0,0,:00:04,:00:00,:00:00,:00:04,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:01:57,:00:00,:01:57,:00:03,:02:00,0,1,:00:04,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,1,0,0,:01:57,:00:00,:00:00,:00:03,:00:00,:00:00,:02:01
