Date,VDN,Entered Calls,Offered Calls,Offered Calls net,Answered Calls,Abnadoned Calls,Other Calls,Outflow Calls,Ronas,Interflow Calls,Answering t,Abandoned t,Otherwaiting t,Avg Answering t,Avg Abandoned t,Avg Otherwaiting t,Abandoned Calls 1,Abandoned Calls 2,Abandoned Calls 3,Abandoned Calls 4,Abandoned Calls 5,Abandoned Calls 6,Abandoned Calls 7,Abandoned Calls 8,Abandoned Calls 9,Abandoned Calls 10,Answered Calls 1,Answered Calls 2,Answered Calls 3,Answered Calls 4,Answered Calls 5,Answered Calls 6,Answered Calls 7,Answered Calls 8,Answered Calls 9,Answered Calls 10,% Performance,% SLA 10 sec.,% Aban > SLA 10 sec.,% SLA 20 sec.,% Aban > SLA 20 sec.,% SLA 30 sec.,% Aban > SLA 30 sec.,% SLA 40 sec.,% Aban > SLA 40 sec.,% SLA 50 sec.,% Aban > SLA 50 sec.,ACD t,Hold (inkl. Consult) ACD t,ACD CD t,ACW ACD t,ACD Handle t,Transfer made,Max Calls Waiting,Max Waiting t,Skill 1,Skill 2,Skill 3,Answered Skill 1,Answered Skill 2,Answered Skill 3,ACD Skill 1 t,ACD Skill 2 t,ACD Skill 3 t,ACW Skill 1 t,ACW Skill 2 t,ACW Skill 3 t,Avg VDN Time
Totals,,2882,2879,2864,2755,124,3,3,3,0,13:54:29,2:57:58,:01:50,:00:18,:01:26,:00:37,15,4,9,15,7,6,6,8,4,50,2095,137,92,69,68,50,36,34,22,152,96.19,73.15,3.81,77.93,3.67,81.15,3.35,83.55,2.83,85.93,2.58,156:38:57,:12:07,156:51:04,2:58:43,159:49:47,176,5,:06:44,,,,2747,8,0,156:11:31,:27:26,:00:00,2:58:19,:00:24,:00:00,:03:37
11/9/2021,Nov_DVB_Pre_Platinum,1,1,1,1,0,0,0,0,0,:00:03,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:03:55,:00:00,:03:55,:00:02,:03:57,0,1,:00:03,Nov_DVB_Res_all_othe,Nov_Res_Tech_Platinu,0,1,0,0,:03:55,:00:00,:00:00,:00:02,:00:00,:00:00,:03:58
11/9/2021,Nov_RONA_Transfer_RC,1,1,1,1,0,0,0,0,0,:00:07,:00:00,:00:00,:00:07,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:00:12,:00:00,:00:12,:00:06,:00:18,0,1,:00:07,Nov_Transfer_RCC,0,0,1,0,0,:00:12,:00:00,:00:00,:00:06,:00:00,:00:00,:00:19
11/9/2021,Nov_RONA_Res_Other_s,1,1,1,1,0,0,0,0,0,:00:16,:00:00,:00:00,:00:16,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.00,.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:02:23,:00:00,:02:23,:00:03,:02:26,0,1,:00:16,Nov_Res_Other_segmen,0,0,1,0,0,:02:23,:00:00,:00:00,:00:03,:00:00,:00:00,:02:39
11/9/2021,Nov_Transfer_L2,3,2,2,2,0,1,1,1,0,:00:18,:00:00,:00:21,:00:09,,:00:21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:14:34,:00:00,:14:34,:00:11,:14:45,0,1,:00:21,Nov_Transfer L2,0,0,2,0,0,:14:34,:00:00,:00:00,:00:11,:00:00,:00:00,:05:04
11/9/2021,Nov_Transfer_L1,103,103,103,103,0,0,0,0,0,:29:24,:00:00,:00:00,:00:17,,,0,0,0,0,0,0,0,0,0,0,78,7,3,1,3,4,0,0,0,7,100.00,75.73,.00,82.52,.00,85.44,.00,86.41,.00,89.32,.00,8:30:35,:01:05,8:31:40,:10:21,8:42:01,4,3,:02:45,Nov_Transfer L1,Nov_Res_Tech_Other_s,0,103,0,0,8:30:35,:00:00,:00:00,:10:21,:00:00,:00:00,:05:15
11/9/2021,Nov_Fix_Prospect,124,124,121,116,8,0,0,0,0,:37:00,:07:29,:00:00,:00:19,:00:56,,3,0,0,0,0,0,1,0,1,3,91,5,3,2,0,3,1,0,1,10,95.87,75.21,4.13,79.34,4.13,81.82,4.13,83.47,4.13,83.47,4.13,7:46:04,:03:48,7:49:52,:12:48,8:02:40,4,3,:02:58,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,116,0,0,7:46:04,:00:00,:00:00,:12:48,:00:00,:00:00,:04:09
11/9/2021,Nov_Fix_Pre_New,3,3,3,3,0,0,0,0,0,:00:12,:00:00,:00:00,:00:04,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:03:56,:00:01,:03:57,:00:16,:04:13,1,1,:00:05,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,3,0,0,:03:56,:00:00,:00:00,:00:16,:00:00,:00:00,:01:23
11/9/2021,Nov_Fix_Pre_Bronze,19,19,19,18,1,0,0,0,0,:04:11,:06:44,:00:00,:00:14,:06:44,,0,0,0,0,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0,1,94.74,84.21,5.26,84.21,5.26,84.21,5.26,84.21,5.26,89.47,5.26,:58:19,:00:01,:58:20,:01:31,:59:51,2,1,:06:44,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,17,1,0,:52:39,:05:40,:00:00,:01:29,:00:02,:00:00,:03:39
11/9/2021,Nov_Fix_Pre_Silver,7,7,7,5,2,0,0,0,0,:09:32,:05:23,:00:00,:01:54,:02:42,,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,71.43,42.86,28.57,42.86,14.29,42.86,14.29,42.86,14.29,42.86,14.29,:16:46,:00:00,:16:46,:00:26,:17:12,1,2,:06:18,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,5,0,0,:16:46,:00:00,:00:00,:00:26,:00:00,:00:00,:04:32
