Date,VDN,Entered Calls,Offered Calls,Offered Calls net,Answered Calls,Abnadoned Calls,Other Calls,Outflow Calls,Ronas,Interflow Calls,Answering t,Abandoned t,Otherwaiting t,Avg Answering t,Avg Abandoned t,Avg Otherwaiting t,Abandoned Calls 1,Abandoned Calls 2,Abandoned Calls 3,Abandoned Calls 4,Abandoned Calls 5,Abandoned Calls 6,Abandoned Calls 7,Abandoned Calls 8,Abandoned Calls 9,Abandoned Calls 10,Answered Calls 1,Answered Calls 2,Answered Calls 3,Answered Calls 4,Answered Calls 5,Answered Calls 6,Answered Calls 7,Answered Calls 8,Answered Calls 9,Answered Calls 10,% Performance,% SLA 10 sec.,% Aban > SLA 10 sec.,% SLA 20 sec.,% Aban > SLA 20 sec.,% SLA 30 sec.,% Aban > SLA 30 sec.,% SLA 40 sec.,% Aban > SLA 40 sec.,% SLA 50 sec.,% Aban > SLA 50 sec.,ACD t,Hold (inkl. Consult) ACD t,ACD CD t,ACW ACD t,ACD Handle t,Transfer made,Max Calls Waiting,Max Waiting t,Skill 1,Skill 2,Skill 3,Answered Skill 1,Answered Skill 2,Answered Skill 3,ACD Skill 1 t,ACD Skill 2 t,ACD Skill 3 t,ACW Skill 1 t,ACW Skill 2 t,ACW Skill 3 t,Avg VDN Time
Totals,,2069,2063,2049,1992,71,6,6,6,0,9:00:34,1:31:17,:02:06,:00:16,:01:17,:00:21,14,1,4,7,1,7,3,4,4,26,1637,73,48,35,38,22,11,13,16,99,97.22,79.89,2.78,83.46,2.73,85.80,2.54,87.51,2.20,89.36,2.15,108:54:45,:05:12,108:59:57,2:50:16,111:50:13,129,4,:07:35,,,,1991,1,0,108:51:25,:03:20,:00:00,2:50:13,:00:03,:00:00,:03:28
10/30/2021,Nov_DVB_Pre_New,2,2,2,2,0,0,0,0,0,:03:24,:00:00,:00:00,:01:42,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,:09:37,:00:00,:09:37,:00:08,:09:45,0,1,:02:09,Nov_DVB_Res_all_othe,Nov_Res_Tech_Other_s,0,2,0,0,:09:37,:00:00,:00:00,:00:08,:00:00,:00:00,:06:30
10/30/2021,Nov_RONA_Transfer L1,1,1,0,0,1,0,0,0,0,:00:00,:00:03,:00:00,,:00:03,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,:00:00,:00:00,:00:00,:00:00,:00:00,0,1,:00:03,Nov_Transfer L1,Nov_Res_Tech_Other_s,0,0,0,0,:00:00,:00:00,:00:00,:00:00,:00:00,:00:00,:00:03
10/30/2021,Nov_RONA_Fix_Res_all,3,3,3,3,0,0,0,0,0,:00:16,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:07:45,:00:00,:07:45,:00:16,:08:01,0,1,:00:07,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,3,0,0,:07:45,:00:00,:00:00,:00:16,:00:00,:00:00,:02:40
10/30/2021,Nov_Transfer_L2,2,0,0,0,0,2,2,2,0,:00:00,:00:00,:00:42,,,:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,:00:00,:00:00,:00:00,:00:00,:00:00,0,1,:00:21,Nov_Transfer L2,0,0,0,0,0,:00:00,:00:00,:00:00,:00:00,:00:00,:00:00,:00:21
10/30/2021,Nov_Transfer_L1,100,99,99,96,3,1,1,1,0,:36:11,:08:57,:00:21,:00:23,:02:59,:00:21,0,0,0,0,0,0,0,0,0,3,76,3,2,1,2,3,0,2,0,7,96.97,76.77,3.03,79.80,3.03,81.82,3.03,82.83,3.03,84.85,3.03,7:20:11,:00:01,7:20:12,:10:57,7:31:09,1,4,:05:46,Nov_Transfer L1,Nov_Res_Tech_Other_s,0,96,0,0,7:20:11,:00:00,:00:00,:10:57,:00:00,:00:00,:04:51
10/30/2021,Nov_Fix_Prospect,81,81,81,77,4,0,0,0,0,:29:45,:06:28,:00:00,:00:23,:01:37,,0,1,0,0,0,1,0,0,0,2,58,3,2,2,5,0,1,0,0,6,95.06,71.60,4.94,75.31,3.70,77.78,3.70,80.25,3.70,86.42,3.70,4:39:11,:00:21,4:39:32,:08:42,4:48:14,6,2,:05:56,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,77,0,0,4:39:11,:00:00,:00:00,:08:42,:00:00,:00:00,:03:54
10/30/2021,Nov_Fix_Pre_New,2,2,2,2,0,0,0,0,0,:00:12,:00:00,:00:00,:00:06,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:04:09,:00:00,:04:09,:00:11,:04:20,1,1,:00:07,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,2,0,0,:04:09,:00:00,:00:00,:00:11,:00:00,:00:00,:02:10
10/30/2021,Nov_Fix_Pre_Bronze,19,19,19,16,3,0,0,0,0,:10:40,:05:58,:00:00,:00:40,:01:59,,0,0,0,1,0,0,0,0,0,2,13,1,0,0,0,0,0,0,0,2,84.21,68.42,15.79,73.68,15.79,73.68,15.79,73.68,10.53,73.68,10.53,:57:43,:00:01,:57:44,:01:30,:59:14,1,1,:07:21,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,16,0,0,:57:43,:00:00,:00:00,:01:30,:00:00,:00:00,:03:55
10/30/2021,Nov_Fix_Pre_Silver,2,2,2,2,0,0,0,0,0,:00:06,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:06:17,:00:00,:06:17,:00:10,:06:27,0,1,:00:03,Nov_Fix_Res_all_othe,Nov_Res_Tech_Other_s,0,2,0,0,:06:17,:00:00,:00:00,:00:10,:00:00,:00:00,:03:12
