VDN:,83600-83622;83671-83678
Date:,11/8/2021,ACD:,CMTN
Date,Time,,,Entered Calls,Offered Calls,Offered Calls net,Answered Calls,Abandoned Calls,Other Calls,Outflow Calls,Ronas,Interflow Calls,Answering t,Abandoning t,Otherwaiting t,Avg Answering t,Avg Abandoning t,Avg Otherwaiting t,Abandoned Calls 1,Abandoned Calls 2,Abandoned Calls 3,Abandoned Calls 4,Abandoned Calls 5,Abandoned Calls 6,Abandoned Calls 7,Abandoned Calls 8,Abandoned Calls 9,Abandoned Calls 10,Answered Calls 1,Answered Calls 2,Answered Calls 3,Answered Calls 4,Answered Calls 5,Answered Calls 6,Answered Calls 7,Answered Calls 8,Answered Calls 9,Answered Calls 10,% Performance,% SLA 10 sec.,% Aban > SLA 10 sec.,% SLA 20 sec.,% Aban > SLA 20 sec.,% SLA 30 sec.,% Aban > SLA 30 sec.,% SLA 40 sec.,% Aban > SLA 40 sec.,% SLA 50 sec.,% Aban > SLA 50 sec.,ACD t,Hold (inkl. Consult)  ACD t,ACD CD t,ACW ACD t,ACD Handle t,Transfers made,Max Calls Waiting,Max Waiting t,Skill 1,Skill 2,Skill 3,Answered Skill 1,Answered Skill 2,Answered Skill 3,ACD Skill 1 t,ACD Skill 2 t,ACD Skill 3 t,ACW Skill 1 t,ACW Skill 2 t,ACW Skill 3 t
Totals,,,,1660,1657,1642,1582,75,3,3,3,0,6:15:52,1:32:46,:01:03,:00:14,:01:14,:00:21,15,4,5,13,7,3,1,4,3,20,1279,83,44,29,26,22,21,11,15,52,96.35,77.89,3.65,82.95,3.41,85.63,3.11,87.39,2.31,88.98,1.89,72:06:29,:04:03,72:10:32,1:21:08,73:31:40,144,5,:06:55,,,,1582,0,0,72:06:29,:00:00,:00:00,1:21:08,:00:00,:00:00
11/8/2021,12:00 AM,-,00:15,0,0,0,0,0,0,0,0,0,:00:00,:00:00,:00:00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,:00:00,:00:00,:00:00,:00:00,:00:00,0,1,:00:00,,,,0,0,0,:00:00,:00:00,:00:00,:00:00,:00:00,:00:00
11/8/2021,12:15 AM,-,00:30,2,2,2,2,0,0,0,0,0,:00:13,:00:00,:00:00,:00:07,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:21:50,:00:00,:21:50,:00:07,:21:57,0,1,:00:09,,,,2,0,0,:21:50,:00:00,:00:00,:00:07,:00:00,:00:00
11/8/2021,12:30 AM,-,00:45,3,3,3,3,0,0,0,0,0,:03:38,:00:00,:00:00,:01:13,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,100.00,33.33,.00,33.33,.00,33.33,.00,33.33,.00,33.33,.00,:07:27,:00:00,:07:27,:00:07,:07:34,2,1,:02:18,,,,3,0,0,:07:27,:00:00,:00:00,:00:07,:00:00,:00:00
11/8/2021,12:45 AM,-,01:00,1,1,1,1,0,0,0,0,0,:00:03,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:04:43,:00:00,:04:43,:00:02,:04:45,0,1,:00:03,,,,1,0,0,:04:43,:00:00,:00:00,:00:02,:00:00,:00:00
11/8/2021,1:00 AM,-,01:15,1,1,1,1,0,0,0,0,0,:00:05,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:04:22,:00:00,:04:22,:00:03,:04:25,0,1,:00:05,,,,1,0,0,:04:22,:00:00,:00:00,:00:03,:00:00,:00:00
11/8/2021,1:15 AM,-,01:30,1,1,1,1,0,0,0,0,0,:00:07,:00:00,:00:00,:00:07,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:03:21,:00:00,:03:21,:00:03,:03:24,0,0,:00:07,,,,1,0,0,:03:21,:00:00,:00:00,:00:03,:00:00,:00:00
11/8/2021,1:30 AM,-,01:45,1,1,1,1,0,0,0,0,0,:00:04,:00:00,:00:00,:00:04,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:02:10,:00:00,:02:10,:00:03,:02:13,0,1,:00:04,,,,1,0,0,:02:10,:00:00,:00:00,:00:03,:00:00,:00:00
11/8/2021,1:45 AM,-,02:00,1,1,1,1,0,0,0,0,0,:00:05,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:05:16,:00:00,:05:16,:00:02,:05:18,0,1,:00:05,,,,1,0,0,:05:16,:00:00,:00:00,:00:02,:00:00,:00:00
11/8/2021,2:00 AM,-,02:15,1,1,1,1,0,0,0,0,0,:00:08,:00:00,:00:00,:00:08,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:01:00,:00:00,:01:00,:00:02,:01:02,0,1,:00:08,,,,1,0,0,:01:00,:00:00,:00:00,:00:02,:00:00,:00:00
