VDN:,83632-83665;83685-83701;83729-83738;83741-83744
Date:,10/25/2021,ACD:,CMTN
Date,Time,,,Entered Calls,Offered Calls,Offered Calls net,Answered Calls,Abandoned Calls,Other Calls,Outflow Calls,Ronas,Interflow Calls,Answering t,Abandoning t,Otherwaiting t,Avg Answering t,Avg Abandoning t,Avg Otherwaiting t,Abandoned Calls 1,Abandoned Calls 2,Abandoned Calls 3,Abandoned Calls 4,Abandoned Calls 5,Abandoned Calls 6,Abandoned Calls 7,Abandoned Calls 8,Abandoned Calls 9,Abandoned Calls 10,Answered Calls 1,Answered Calls 2,Answered Calls 3,Answered Calls 4,Answered Calls 5,Answered Calls 6,Answered Calls 7,Answered Calls 8,Answered Calls 9,Answered Calls 10,% Performance,% SLA 10 sec.,% Aban > SLA 10 sec.,% SLA 20 sec.,% Aban > SLA 20 sec.,% SLA 30 sec.,% Aban > SLA 30 sec.,% SLA 40 sec.,% Aban > SLA 40 sec.,% SLA 50 sec.,% Aban > SLA 50 sec.,ACD t,Hold (inkl. Consult)  ACD t,ACD CD t,ACW ACD t,ACD Handle t,Transfers made,Max Calls Waiting,Max Waiting t,Skill 1,Skill 2,Skill 3,Answered Skill 1,Answered Skill 2,Answered Skill 3,ACD Skill 1 t,ACD Skill 2 t,ACD Skill 3 t,ACW Skill 1 t,ACW Skill 2 t,ACW Skill 3 t
Totals,,,,1303,1298,1294,1262,36,5,5,5,0,6:40:56,1:07:02,:06:49,:00:19,:01:52,:01:22,4,2,0,3,0,1,1,0,2,23,975,69,37,23,22,22,11,13,12,78,97.53,75.35,2.47,80.68,2.32,83.54,2.32,85.32,2.09,87.02,2.09,87:06:38,:07:45,87:14:23,2:05:03,89:19:26,114,3,:08:43,,,,1259,3,0,86:58:09,:08:29,:00:00,2:04:55,:00:08,:00:00
10/25/2021,12:00 AM,-,00:15,6,6,6,6,0,0,0,0,0,:00:18,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:11:12,:00:00,:11:12,:00:35,:11:47,0,1,:00:07,,,,6,0,0,:11:12,:00:00,:00:00,:00:35,:00:00,:00:00
10/25/2021,12:15 AM,-,00:30,5,5,5,3,2,0,0,0,0,:04:48,:03:21,:00:00,:01:36,:01:41,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,60.00,.00,40.00,.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,:14:10,:00:00,:14:10,:00:16,:14:26,0,1,:03:09,,,,3,0,0,:14:10,:00:00,:00:00,:00:16,:00:00,:00:00
10/25/2021,12:30 AM,-,00:45,3,3,3,2,1,0,0,0,0,:03:32,:01:40,:00:00,:01:46,:01:40,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,66.67,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,:11:38,:00:00,:11:38,:00:11,:11:49,0,1,:03:30,,,,2,0,0,:11:38,:00:00,:00:00,:00:11,:00:00,:00:00
10/25/2021,12:45 AM,-,01:00,2,2,2,2,0,0,0,0,0,:05:37,:00:00,:00:00,:02:49,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100.00,50.00,.00,50.00,.00,50.00,.00,50.00,.00,50.00,.00,:07:53,:00:00,:07:53,:00:10,:08:03,0,1,:05:35,,,,2,0,0,:07:53,:00:00,:00:00,:00:10,:00:00,:00:00
10/25/2021,1:00 AM,-,01:15,1,1,1,1,0,0,0,0,0,:01:27,:00:00,:00:00,:01:27,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,:06:27,:00:00,:06:27,:00:06,:06:33,0,0,:01:27,,,,1,0,0,:06:27,:00:00,:00:00,:00:06,:00:00,:00:00
10/25/2021,3:45 AM,-,04:00,1,1,1,1,0,0,0,0,0,:00:07,:00:00,:00:00,:00:07,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:01:58,:00:00,:01:58,:00:03,:02:01,0,1,:00:07,,,,0,1,0,:00:00,:01:58,:00:00,:00:00,:00:03,:00:00
10/25/2021,6:00 AM,-,06:15,1,1,1,1,0,0,0,0,0,:00:05,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:03:17,:00:00,:03:17,:00:03,:03:20,0,1,:00:05,,,,0,1,0,:00:00,:03:17,:00:00,:00:00,:00:03,:00:00
10/25/2021,6:45 AM,-,07:00,1,1,1,1,0,0,0,0,0,:00:05,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:03:14,:00:00,:03:14,:00:02,:03:16,0,1,:00:05,,,,0,1,0,:00:00,:03:14,:00:00,:00:00,:00:02,:00:00
10/25/2021,7:15 AM,-,07:30,0,0,0,0,0,0,0,0,0,:00:00,:00:00,:00:00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,:00:00,:00:00,:00:00,:00:00,:00:00,0,1,:00:00,,,,0,0,0,:00:00,:00:00,:00:00,:00:00,:00:00,:00:00
