VDN:,83632-83665;83685-83701;83729-83738;83741-83744
Date:,10/31/2021,ACD:,CMTN
Date,Time,,,Entered Calls,Offered Calls,Offered Calls net,Answered Calls,Abandoned Calls,Other Calls,Outflow Calls,Ronas,Interflow Calls,Answering t,Abandoning t,Otherwaiting t,Avg Answering t,Avg Abandoning t,Avg Otherwaiting t,Abandoned Calls 1,Abandoned Calls 2,Abandoned Calls 3,Abandoned Calls 4,Abandoned Calls 5,Abandoned Calls 6,Abandoned Calls 7,Abandoned Calls 8,Abandoned Calls 9,Abandoned Calls 10,Answered Calls 1,Answered Calls 2,Answered Calls 3,Answered Calls 4,Answered Calls 5,Answered Calls 6,Answered Calls 7,Answered Calls 8,Answered Calls 9,Answered Calls 10,% Performance,% SLA 10 sec.,% Aban > SLA 10 sec.,% SLA 20 sec.,% Aban > SLA 20 sec.,% SLA 30 sec.,% Aban > SLA 30 sec.,% SLA 40 sec.,% Aban > SLA 40 sec.,% SLA 50 sec.,% Aban > SLA 50 sec.,ACD t,Hold (inkl. Consult)  ACD t,ACD CD t,ACW ACD t,ACD Handle t,Transfers made,Max Calls Waiting,Max Waiting t,Skill 1,Skill 2,Skill 3,Answered Skill 1,Answered Skill 2,Answered Skill 3,ACD Skill 1 t,ACD Skill 2 t,ACD Skill 3 t,ACW Skill 1 t,ACW Skill 2 t,ACW Skill 3 t
Totals,,,,667,665,660,633,32,2,2,2,0,2:45:55,1:06:40,:00:42,:00:16,:02:05,:00:21,5,0,1,2,0,0,1,6,2,15,515,32,12,10,11,8,7,3,8,27,95.91,78.03,4.09,82.88,4.09,84.70,3.94,86.21,3.64,87.88,3.64,46:19:49,:01:29,46:21:18,1:11:11,47:32:29,51,3,:10:57,,,,629,4,0,46:06:25,:13:24,:00:00,1:11:01,:00:10,:00:00
10/31/2021,12:00 AM,-,00:15,10,10,10,2,8,0,0,0,0,:00:13,:26:06,:00:00,:00:07,:03:16,,0,0,1,0,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,20.00,20.00,80.00,20.00,80.00,20.00,70.00,20.00,70.00,20.00,70.00,:12:02,:00:00,:12:02,:00:30,:12:32,0,2,:10:57,,,,2,0,0,:12:02,:00:00,:00:00,:00:30,:00:00,:00:00
10/31/2021,12:15 AM,-,00:30,3,3,3,1,2,0,0,0,0,:01:30,:06:12,:00:00,:01:30,:03:06,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,33.33,.00,66.67,.00,66.67,.00,66.67,.00,66.67,.00,66.67,:16:31,:00:00,:16:31,:00:06,:16:37,0,2,:03:18,,,,1,0,0,:16:31,:00:00,:00:00,:00:06,:00:00,:00:00
10/31/2021,12:30 AM,-,00:45,1,1,1,1,0,0,0,0,0,:00:08,:00:00,:00:00,:00:08,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:12:42,:00:00,:12:42,:00:05,:12:47,0,0,:00:08,,,,1,0,0,:12:42,:00:00,:00:00,:00:05,:00:00,:00:00
10/31/2021,1:00 AM,-,01:15,1,1,1,1,0,0,0,0,0,:00:04,:00:00,:00:00,:00:04,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:01:20,:00:00,:01:20,:00:02,:01:22,0,1,:00:04,,,,0,1,0,:00:00,:01:20,:00:00,:00:00,:00:02,:00:00
10/31/2021,2:00 AM,-,02:15,1,1,1,1,0,0,0,0,0,:00:15,:00:00,:00:00,:00:15,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.00,.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:02:37,:00:00,:02:37,:00:03,:02:40,0,1,:00:15,,,,0,1,0,:00:00,:02:37,:00:00,:00:00,:00:03,:00:00
10/31/2021,2:30 AM,-,02:45,1,1,1,1,0,0,0,0,0,:00:07,:00:00,:00:00,:00:07,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:09:03,:00:00,:09:03,:00:03,:09:06,0,1,:00:07,,,,0,1,0,:00:00,:09:03,:00:00,:00:00,:00:03,:00:00
10/31/2021,7:00 AM,-,07:15,2,2,2,2,0,0,0,0,0,:00:12,:00:00,:00:00,:00:06,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:03:31,:00:00,:03:31,:00:08,:03:39,0,1,:00:07,,,,1,1,0,:03:07,:00:24,:00:00,:00:06,:00:02,:00:00
10/31/2021,7:15 AM,-,07:30,1,1,1,1,0,0,0,0,0,:00:03,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:07:25,:00:00,:07:25,:00:06,:07:31,0,1,:00:03,,,,1,0,0,:07:25,:00:00,:00:00,:00:06,:00:00,:00:00
10/31/2021,7:30 AM,-,07:45,2,2,2,2,0,0,0,0,0,:00:05,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:07:48,:00:00,:07:48,:00:12,:08:00,0,1,:00:03,,,,2,0,0,:07:48,:00:00,:00:00,:00:12,:00:00,:00:00
