VDN:,83623-83628;83630-83631;83679-83681;83683-83684;Nov_RONA_180_premium;83724-83728;83739-83740
Date:,10/29/2021,ACD:,CMTN
Date,Time,,,Entered Calls,Offered Calls,Offered Calls net,Answered Calls,Abandoned Calls,Other Calls,Outflow Calls,Ronas,Interflow Calls,Answering t,Abandoning t,Otherwaiting t,Avg Answering t,Avg Abandoning t,Avg Otherwaiting t,Abandoned Calls 1,Abandoned Calls 2,Abandoned Calls 3,Abandoned Calls 4,Abandoned Calls 5,Abandoned Calls 6,Abandoned Calls 7,Abandoned Calls 8,Abandoned Calls 9,Abandoned Calls 10,Answered Calls 1,Answered Calls 2,Answered Calls 3,Answered Calls 4,Answered Calls 5,Answered Calls 6,Answered Calls 7,Answered Calls 8,Answered Calls 9,Answered Calls 10,% Performance,% SLA 10 sec.,% Aban > SLA 10 sec.,% SLA 20 sec.,% Aban > SLA 20 sec.,% SLA 30 sec.,% Aban > SLA 30 sec.,% SLA 40 sec.,% Aban > SLA 40 sec.,% SLA 50 sec.,% Aban > SLA 50 sec.,ACD t,Hold (inkl. Consult)  ACD t,ACD CD t,ACW ACD t,ACD Handle t,Transfers made,Max Calls Waiting,Max Waiting t,Skill 1,Skill 2,Skill 3,Answered Skill 1,Answered Skill 2,Answered Skill 3,ACD Skill 1 t,ACD Skill 2 t,ACD Skill 3 t,ACW Skill 1 t,ACW Skill 2 t,ACW Skill 3 t
Totals,,,,232,232,232,231,1,0,0,0,0,:42:05,:00:37,:00:00,:00:11,:00:37,,0,0,0,1,0,0,0,0,0,0,197,8,2,8,4,2,4,2,0,4,99.57,84.91,.43,88.36,.43,89.22,.43,92.67,.00,94.40,.00,10:07:14,:01:00,10:08:14,:13:32,10:21:46,29,1,:03:42,,,,143,88,0,6:10:17,3:56:57,:00:00,:08:00,:05:32,:00:00
10/29/2021,12:00 AM,-,00:15,1,1,1,1,0,0,0,0,0,:02:10,:00:00,:00:00,:02:10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,:00:49,:00:01,:00:50,:00:02,:00:52,1,1,:02:10,,,,0,1,0,:00:00,:00:49,:00:00,:00:00,:00:02,:00:00
10/29/2021,12:30 AM,-,00:45,1,1,1,1,0,0,0,0,0,:00:06,:00:00,:00:00,:00:06,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:00:51,:00:00,:00:51,:00:03,:00:54,0,1,:00:06,,,,0,1,0,:00:00,:00:51,:00:00,:00:00,:00:03,:00:00
10/29/2021,7:30 AM,-,07:45,1,1,1,1,0,0,0,0,0,:00:05,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:01:43,:00:00,:01:43,:00:02,:01:45,0,1,:00:05,,,,0,1,0,:00:00,:01:43,:00:00,:00:00,:00:02,:00:00
10/29/2021,7:45 AM,-,08:00,1,1,1,1,0,0,0,0,0,:00:03,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:01:30,:00:00,:01:30,:00:02,:01:32,0,1,:00:03,,,,0,1,0,:00:00,:01:30,:00:00,:00:00,:00:02,:00:00
10/29/2021,8:00 AM,-,08:15,2,2,2,2,0,0,0,0,0,:00:08,:00:00,:00:00,:00:04,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:03:01,:00:00,:03:01,:00:04,:03:05,0,1,:00:05,,,,1,1,0,:01:43,:01:18,:00:00,:00:02,:00:02,:00:00
10/29/2021,8:15 AM,-,08:30,2,2,2,2,0,0,0,0,0,:00:08,:00:00,:00:00,:00:04,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:05:00,:00:00,:05:00,:00:07,:05:07,0,1,:00:05,,,,2,0,0,:05:00,:00:00,:00:00,:00:07,:00:00,:00:00
10/29/2021,8:30 AM,-,08:45,2,2,2,2,0,0,0,0,0,:00:05,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:02:55,:00:00,:02:55,:00:08,:03:03,1,1,:00:03,,,,2,0,0,:02:55,:00:00,:00:00,:00:08,:00:00,:00:00
10/29/2021,8:45 AM,-,09:00,4,4,4,4,0,0,0,0,0,:00:10,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:13:12,:00:00,:13:12,:00:18,:13:30,0,1,:00:03,,,,3,1,0,:07:26,:05:46,:00:00,:00:16,:00:02,:00:00
10/29/2021,9:00 AM,-,09:15,5,5,5,5,0,0,0,0,0,:00:15,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:12:29,:00:00,:12:29,:00:22,:12:51,1,1,:00:04,,,,4,1,0,:05:13,:07:16,:00:00,:00:19,:00:03,:00:00
10/29/2021,9:15 AM,-,09:30,6,6,6,6,0,0,0,0,0,:00:26,:00:00,:00:00,:00:04,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:20:34,:00:00,:20:34,:00:21,:20:55,0,1,:00:07,,,,5,1,0,:12:24,:08:10,:00:00,:00:19,:00:02,:00:00
10/29/2021,9:30 AM,-,09:45,6,6,6,6,0,0,0,0,0,:00:17,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:07:22,:00:00,:07:22,:00:20,:07:42,1,1,:00:04,,,,4,2,0,:06:15,:01:07,:00:00,:00:14,:00:06,:00:00
10/29/2021,9:45 AM,-,10:00,4,4,4,4,0,0,0,0,0,:00:11,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:10:56,:00:00,:10:56,:00:21,:11:17,0,1,:00:03,,,,4,0,0,:10:56,:00:00,:00:00,:00:21,:00:00,:00:00
10/29/2021,10:00 AM,-,10:15,7,7,7,7,0,0,0,0,0,:00:55,:00:00,:00:00,:00:08,,,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,100.00,85.71,.00,85.71,.00,85.71,.00,100.00,.00,100.00,.00,:15:07,:00:00,:15:07,:00:18,:15:25,2,1,:00:35,,,,5,2,0,:09:38,:05:29,:00:00,:00:12,:00:06,:00:00
10/29/2021,10:15 AM,-,10:30,2,2,2,2,0,0,0,0,0,:00:10,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:04:52,:00:00,:04:52,:00:05,:04:57,0,1,:00:07,,,,1,1,0,:02:45,:02:07,:00:00,:00:02,:00:03,:00:00
10/29/2021,10:30 AM,-,10:45,4,4,4,4,0,0,0,0,0,:00:14,:00:00,:00:00,:00:04,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:10:15,:00:00,:10:15,:00:16,:10:31,0,1,:00:04,,,,4,0,0,:10:15,:00:00,:00:00,:00:16,:00:00,:00:00
10/29/2021,10:45 AM,-,11:00,4,4,4,4,0,0,0,0,0,:00:12,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:10:15,:00:00,:10:15,:00:20,:10:35,0,1,:00:03,,,,4,0,0,:10:15,:00:00,:00:00,:00:20,:00:00,:00:00
10/29/2021,11:00 AM,-,11:15,6,6,6,6,0,0,0,0,0,:00:22,:00:00,:00:00,:00:04,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:21:28,:00:07,:21:35,:00:18,:21:53,0,1,:00:07,,,,5,1,0,:18:30,:02:58,:00:00,:00:16,:00:02,:00:00
10/29/2021,11:15 AM,-,11:30,5,5,5,5,0,0,0,0,0,:00:15,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:16:35,:00:00,:16:35,:00:18,:16:53,1,1,:00:04,,,,3,2,0,:10:19,:06:16,:00:00,:00:14,:00:04,:00:00
10/29/2021,11:30 AM,-,11:45,1,1,1,1,0,0,0,0,0,:00:03,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:01:02,:00:00,:01:02,:00:05,:01:07,0,1,:00:03,,,,1,0,0,:01:02,:00:00,:00:00,:00:05,:00:00,:00:00
10/29/2021,11:45 AM,-,12:00,5,5,5,5,0,0,0,0,0,:00:17,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:08:40,:00:00,:08:40,:00:19,:08:59,0,1,:00:04,,,,5,0,0,:08:40,:00:00,:00:00,:00:19,:00:00,:00:00
10/29/2021,12:00 PM,-,12:15,3,3,3,3,0,0,0,0,0,:00:09,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:07:02,:00:00,:07:02,:00:08,:07:10,0,1,:00:03,,,,3,0,0,:07:02,:00:00,:00:00,:00:08,:00:00,:00:00
10/29/2021,12:15 PM,-,12:30,6,6,6,6,0,0,0,0,0,:00:20,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:22:25,:00:00,:22:25,:00:17,:22:42,1,1,:00:04,,,,4,2,0,:08:49,:13:36,:00:00,:00:11,:00:06,:00:00
10/29/2021,12:30 PM,-,12:45,3,3,3,3,0,0,0,0,0,:00:09,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:09:59,:00:00,:09:59,:00:07,:10:06,0,1,:00:04,,,,3,0,0,:09:59,:00:00,:00:00,:00:07,:00:00,:00:00
10/29/2021,12:45 PM,-,13:00,8,8,8,8,0,0,0,0,0,:00:26,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:16:52,:00:08,:17:00,:00:23,:17:23,2,1,:00:05,,,,8,0,0,:16:52,:00:00,:00:00,:00:23,:00:00,:00:00
10/29/2021,1:00 PM,-,13:15,9,9,9,9,0,0,0,0,0,:01:32,:00:00,:00:00,:00:10,,,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,100.00,77.78,.00,88.89,.00,88.89,.00,88.89,.00,100.00,.00,:34:02,:00:20,:34:22,:00:25,:34:47,1,1,:00:50,,,,6,3,0,:25:31,:08:31,:00:00,:00:18,:00:07,:00:00
