VDN:,83623-83628;83630-83631;83679-83681;83683-83684;Nov_RONA_180_premium;83724-83728;83739-83740
Date:,11/2/2021,ACD:,CMTN
Date,Time,,,Entered Calls,Offered Calls,Offered Calls net,Answered Calls,Abandoned Calls,Other Calls,Outflow Calls,Ronas,Interflow Calls,Answering t,Abandoning t,Otherwaiting t,Avg Answering t,Avg Abandoning t,Avg Otherwaiting t,Abandoned Calls 1,Abandoned Calls 2,Abandoned Calls 3,Abandoned Calls 4,Abandoned Calls 5,Abandoned Calls 6,Abandoned Calls 7,Abandoned Calls 8,Abandoned Calls 9,Abandoned Calls 10,Answered Calls 1,Answered Calls 2,Answered Calls 3,Answered Calls 4,Answered Calls 5,Answered Calls 6,Answered Calls 7,Answered Calls 8,Answered Calls 9,Answered Calls 10,% Performance,% SLA 10 sec.,% Aban > SLA 10 sec.,% SLA 20 sec.,% Aban > SLA 20 sec.,% SLA 30 sec.,% Aban > SLA 30 sec.,% SLA 40 sec.,% Aban > SLA 40 sec.,% SLA 50 sec.,% Aban > SLA 50 sec.,ACD t,Hold (inkl. Consult)  ACD t,ACD CD t,ACW ACD t,ACD Handle t,Transfers made,Max Calls Waiting,Max Waiting t,Skill 1,Skill 2,Skill 3,Answered Skill 1,Answered Skill 2,Answered Skill 3,ACD Skill 1 t,ACD Skill 2 t,ACD Skill 3 t,ACW Skill 1 t,ACW Skill 2 t,ACW Skill 3 t
Totals,,,,289,289,289,282,7,0,0,0,0,1:04:35,:10:29,:00:00,:00:14,:01:30,,0,1,1,2,1,0,1,0,0,1,204,24,13,13,6,6,5,4,3,4,97.58,70.59,2.42,78.89,2.08,83.39,1.73,87.89,1.04,89.97,.69,13:48:26,:01:59,13:50:25,:15:36,14:06:01,39,2,:06:38,,,,142,140,0,6:46:40,7:01:46,:00:00,:06:35,:09:01,:00:00
11/2/2021,12:15 AM,-,00:30,1,1,1,1,0,0,0,0,0,:02:21,:00:00,:00:00,:02:21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,:01:47,:00:00,:01:47,:00:02,:01:49,0,1,:02:21,,,,0,1,0,:00:00,:01:47,:00:00,:00:00,:00:02,:00:00
11/2/2021,5:45 AM,-,06:00,1,1,1,1,0,0,0,0,0,:00:05,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:00:01,:00:00,:00:01,:00:02,:00:03,0,1,:00:05,,,,0,1,0,:00:00,:00:01,:00:00,:00:00,:00:02,:00:00
11/2/2021,6:45 AM,-,07:00,1,1,1,0,1,0,0,0,0,:00:00,:06:38,:00:00,,:06:38,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,:00:00,:00:00,:00:00,:00:00,:00:00,0,1,:06:38,,,,0,0,0,:00:00,:00:00,:00:00,:00:00,:00:00,:00:00
11/2/2021,7:00 AM,-,07:15,1,1,1,1,0,0,0,0,0,:00:07,:00:00,:00:00,:00:07,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:00:12,:00:00,:00:12,:00:03,:00:15,0,1,:00:07,,,,0,1,0,:00:00,:00:12,:00:00,:00:00,:00:03,:00:00
11/2/2021,7:15 AM,-,07:30,2,2,2,1,1,0,0,0,0,:00:04,:01:09,:00:00,:00:04,:01:09,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,:02:35,:00:00,:02:35,:00:04,:02:39,0,1,:01:09,,,,0,1,0,:00:00,:02:35,:00:00,:00:00,:00:04,:00:00
11/2/2021,7:30 AM,-,07:45,0,0,0,0,0,0,0,0,0,:00:00,:00:00,:00:00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,:00:00,:00:00,:00:00,:00:00,:00:00,0,1,:00:00,,,,0,0,0,:00:00,:00:00,:00:00,:00:00,:00:00,:00:00
11/2/2021,7:45 AM,-,08:00,1,1,1,1,0,0,0,0,0,:00:04,:00:00,:00:00,:00:04,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:03:12,:00:00,:03:12,:00:02,:03:14,0,0,:00:04,,,,0,1,0,:00:00,:03:12,:00:00,:00:00,:00:02,:00:00
11/2/2021,8:00 AM,-,08:15,3,3,3,3,0,0,0,0,0,:00:11,:00:00,:00:00,:00:04,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:04:35,:00:00,:04:35,:00:13,:04:48,0,1,:00:04,,,,2,1,0,:03:32,:01:03,:00:00,:00:08,:00:05,:00:00
11/2/2021,8:15 AM,-,08:30,3,3,3,3,0,0,0,0,0,:00:10,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:04:18,:00:00,:04:18,:00:14,:04:32,0,1,:00:04,,,,3,0,0,:04:18,:00:00,:00:00,:00:14,:00:00,:00:00
