Date,VDN,Entered Calls,Offered Calls,Offered Calls net,Answered Calls,Abnadoned Calls,Other Calls,Outflow Calls,Ronas,Interflow Calls,Answering t,Abandoned t,Otherwaiting t,Avg Answering t,Avg Abandoned t,Avg Otherwaiting t,Abandoned Calls 1,Abandoned Calls 2,Abandoned Calls 3,Abandoned Calls 4,Abandoned Calls 5,Abandoned Calls 6,Abandoned Calls 7,Abandoned Calls 8,Abandoned Calls 9,Abandoned Calls 10,Answered Calls 1,Answered Calls 2,Answered Calls 3,Answered Calls 4,Answered Calls 5,Answered Calls 6,Answered Calls 7,Answered Calls 8,Answered Calls 9,Answered Calls 10,% Performance,% SLA 10 sec.,% Aban > SLA 10 sec.,% SLA 20 sec.,% Aban > SLA 20 sec.,% SLA 30 sec.,% Aban > SLA 30 sec.,% SLA 40 sec.,% Aban > SLA 40 sec.,% SLA 50 sec.,% Aban > SLA 50 sec.,ACD t,Hold (inkl. Consult) ACD t,ACD CD t,ACW ACD t,ACD Handle t,Transfer made,Max Calls Waiting,Max Waiting t,Skill 1,Skill 2,Skill 3,Answered Skill 1,Answered Skill 2,Answered Skill 3,ACD Skill 1 t,ACD Skill 2 t,ACD Skill 3 t,ACW Skill 1 t,ACW Skill 2 t,ACW Skill 3 t,Avg VDN Time
Totals,,1456,1454,1452,1393,61,2,2,2,0,5:56:18,1:32:17,:00:42,:00:15,:01:31,:00:21,2,2,8,9,2,3,7,3,4,21,1121,67,42,30,23,15,14,16,14,51,95.94,77.20,4.06,81.82,3.93,84.71,3.37,86.78,2.75,88.36,2.62,63:56:28,:11:17,64:07:45,1:15:17,65:23:02,115,7,:10:18,,,,1393,0,0,63:56:28,:00:00,:00:00,1:15:17,:00:00,:00:00,:02:57
11/3/2021,Nov_Res_Platinum,158,158,158,155,3,0,0,0,0,:28:32,:01:58,:00:00,:00:11,:00:39,,0,0,1,1,0,0,1,0,0,0,127,9,4,4,1,2,2,5,1,0,98.10,80.38,1.90,86.08,1.90,88.61,1.27,91.14,.63,91.77,.63,6:29:44,:01:35,6:31:19,:10:05,6:41:24,10,2,:01:30,Nov_Res_Platinum,0,0,155,0,0,6:29:44,:00:00,:00:00,:10:05,:00:00,:00:00,:02:40
11/3/2021,Nov_Res_Gold,193,193,193,186,7,0,0,0,0,:39:52,:13:19,:00:00,:00:13,:01:54,,0,0,2,1,0,1,0,0,0,3,144,14,6,3,5,4,2,2,2,4,96.37,74.61,3.63,81.87,3.63,84.97,2.59,86.53,2.07,89.12,2.07,8:37:09,:00:05,8:37:14,:09:55,8:47:09,11,2,:06:45,Nov_Res_Other_segmen,0,0,186,0,0,8:37:09,:00:00,:00:00,:09:55,:00:00,:00:00,:02:57
11/3/2021,Nov_Res_Silver,247,246,246,229,17,1,1,1,0,:49:34,:23:15,:00:21,:00:13,:01:22,:00:21,0,1,2,2,1,1,2,1,2,5,198,6,3,4,4,3,3,2,1,5,93.09,80.49,6.91,82.93,6.50,84.15,5.69,85.77,4.88,87.40,4.47,10:51:31,:03:58,10:55:29,:12:52,11:08:21,19,4,:10:18,Nov_Res_Other_segmen,0,0,229,0,0,10:51:31,:00:00,:00:00,:12:52,:00:00,:00:00,:02:57
11/3/2021,Nov_Res_Bronze,278,278,277,262,16,0,0,0,0,1:37:42,:30:15,:00:00,:00:22,:01:53,,1,0,0,2,1,0,2,1,2,7,204,10,3,9,4,3,4,4,3,18,94.58,73.65,5.42,77.26,5.42,78.34,5.42,81.59,4.69,83.03,4.33,12:20:00,:02:47,12:22:47,:13:49,12:36:36,25,7,:07:17,Nov_Res_Other_segmen,0,0,262,0,0,12:20:00,:00:00,:00:00,:13:49,:00:00,:00:00,:03:08
11/3/2021,Nov_Res_New,27,27,27,26,1,0,0,0,0,:03:05,:01:17,:00:00,:00:07,:01:17,,0,0,0,0,0,0,0,1,0,0,22,2,1,1,0,0,0,0,0,0,96.30,81.48,3.70,88.89,3.70,92.59,3.70,96.30,3.70,96.30,3.70,1:18:33,:00:01,1:18:34,:01:12,1:19:46,3,1,:01:17,Nov_Res_Other_segmen,0,0,26,0,0,1:18:33,:00:00,:00:00,:01:12,:00:00,:00:00,:03:04
11/3/2021,Nov_Res_Tech_Platinu,42,42,42,39,3,0,0,0,0,:04:51,:04:56,:00:00,:00:07,:01:39,,0,0,0,2,0,0,0,0,0,1,32,4,2,1,0,0,0,0,0,0,92.86,76.19,7.14,85.71,7.14,90.48,7.14,92.86,2.38,92.86,2.38,1:46:30,:00:00,1:46:30,:01:56,1:48:26,2,1,:03:38,Nov_Res_Tech_Platinu,0,0,39,0,0,1:46:30,:00:00,:00:00,:01:56,:00:00,:00:00,:02:46
11/3/2021,Nov_Res_Tech_Gold,39,39,39,39,0,0,0,0,0,:13:32,:00:00,:00:00,:00:21,,,0,0,0,0,0,0,0,0,0,0,26,3,2,1,2,0,1,0,1,3,100.00,66.67,.00,74.36,.00,79.49,.00,82.05,.00,87.18,.00,1:43:56,:00:00,1:43:56,:01:58,1:45:54,1,1,:01:54,Nov_Res_Tech_Other_s,0,0,39,0,0,1:43:56,:00:00,:00:00,:01:58,:00:00,:00:00,:03:01
11/3/2021,Nov_Res_Tech_Silver,70,70,70,69,1,0,0,0,0,:20:24,:00:26,:00:00,:00:18,:00:26,,0,0,1,0,0,0,0,0,0,0,59,1,1,1,1,0,0,0,2,4,98.57,84.29,1.43,85.71,1.43,87.14,.00,88.57,.00,90.00,.00,3:15:43,:00:01,3:15:44,:03:43,3:19:27,10,1,:04:55,Nov_Res_Tech_Other_s,0,0,69,0,0,3:15:43,:00:00,:00:00,:03:43,:00:00,:00:00,:03:06
11/3/2021,Nov_Res_Tech_Bronze,79,78,77,74,4,1,1,1,0,:21:48,:04:58,:00:21,:00:18,:01:14,:00:21,1,0,0,0,0,0,1,0,0,2,61,3,1,2,1,0,0,1,0,5,96.10,79.22,3.90,83.12,3.90,84.42,3.90,87.01,3.90,88.31,3.90,2:59:58,:00:03,3:00:01,:03:33,3:03:34,11,2,:05:10,Nov_Res_Tech_Other_s,0,0,74,0,0,2:59:58,:00:00,:00:00,:03:33,:00:00,:00:00,:02:37
