Date,VDN,Entered Calls,Offered Calls,Offered Calls net,Answered Calls,Abnadoned Calls,Other Calls,Outflow Calls,Ronas,Interflow Calls,Answering t,Abandoned t,Otherwaiting t,Avg Answering t,Avg Abandoned t,Avg Otherwaiting t,Abandoned Calls 1,Abandoned Calls 2,Abandoned Calls 3,Abandoned Calls 4,Abandoned Calls 5,Abandoned Calls 6,Abandoned Calls 7,Abandoned Calls 8,Abandoned Calls 9,Abandoned Calls 10,Answered Calls 1,Answered Calls 2,Answered Calls 3,Answered Calls 4,Answered Calls 5,Answered Calls 6,Answered Calls 7,Answered Calls 8,Answered Calls 9,Answered Calls 10,% Performance,% SLA 10 sec.,% Aban > SLA 10 sec.,% SLA 20 sec.,% Aban > SLA 20 sec.,% SLA 30 sec.,% Aban > SLA 30 sec.,% SLA 40 sec.,% Aban > SLA 40 sec.,% SLA 50 sec.,% Aban > SLA 50 sec.,ACD t,Hold (inkl. Consult) ACD t,ACD CD t,ACW ACD t,ACD Handle t,Transfer made,Max Calls Waiting,Max Waiting t,Skill 1,Skill 2,Skill 3,Answered Skill 1,Answered Skill 2,Answered Skill 3,ACD Skill 1 t,ACD Skill 2 t,ACD Skill 3 t,ACW Skill 1 t,ACW Skill 2 t,ACW Skill 3 t,Avg VDN Time
Totals,,1040,1040,1034,1012,28,0,0,0,0,3:51:48,:32:43,:00:00,:00:14,:01:10,,6,0,2,3,0,3,2,1,3,8,836,46,21,18,22,14,5,6,10,34,97.87,80.85,2.13,85.30,2.13,87.33,1.93,89.07,1.64,91.20,1.64,42:57:58,:04:12,43:02:10,1:09:08,44:11:18,67,3,:06:31,,,,1012,0,0,42:57:58,:00:00,:00:00,1:09:08,:00:00,:00:00,:02:44
10/30/2021,Nov_Res_Platinum,144,144,144,142,2,0,0,0,0,:36:30,:03:17,:00:00,:00:15,:01:38,,0,0,0,0,0,0,1,0,0,1,111,8,2,4,4,3,0,0,4,6,98.61,77.08,1.39,82.64,1.39,84.03,1.39,86.81,1.39,89.58,1.39,6:13:35,:00:02,6:13:37,:15:52,6:29:29,9,3,:02:31,Nov_Res_Platinum,0,0,142,0,0,6:13:35,:00:00,:00:00,:15:52,:00:00,:00:00,:02:52
10/30/2021,Nov_Res_Gold,138,138,137,134,4,0,0,0,0,:23:46,:02:13,:00:00,:00:11,:00:33,,1,0,1,1,0,0,0,1,0,0,116,6,1,0,3,3,1,1,0,3,97.81,84.67,2.19,89.05,2.19,89.78,1.46,89.78,.73,91.97,.73,5:38:52,:00:03,5:38:55,:09:41,5:48:36,9,2,:02:46,Nov_Res_Other_segmen,0,0,134,0,0,5:38:52,:00:00,:00:00,:09:41,:00:00,:00:00,:02:39
10/30/2021,Nov_Res_Silver,179,179,178,175,4,0,0,0,0,:37:03,:04:30,:00:00,:00:13,:01:08,,1,0,0,0,0,1,0,0,0,2,154,5,1,0,2,1,2,1,1,8,98.31,86.52,1.69,89.33,1.69,89.89,1.69,89.89,1.69,91.01,1.69,7:59:37,:00:04,7:59:41,:10:18,8:09:59,10,3,:02:18,Nov_Res_Other_segmen,0,0,175,0,0,7:59:37,:00:00,:00:00,:10:18,:00:00,:00:00,:02:55
10/30/2021,Nov_Res_Bronze,161,161,161,157,4,0,0,0,0,:33:23,:04:44,:00:00,:00:13,:01:11,,0,0,0,1,0,0,0,0,3,0,140,6,4,1,0,0,0,0,1,5,97.52,86.96,2.48,90.68,2.48,93.17,2.48,93.79,1.86,93.79,1.86,6:05:12,:00:10,6:05:22,:08:51,6:14:13,7,2,:06:31,Nov_Res_Other_segmen,0,0,157,0,0,6:05:12,:00:00,:00:00,:08:51,:00:00,:00:00,:02:30
10/30/2021,Nov_Res_New,23,23,23,21,2,0,0,0,0,:05:28,:03:13,:00:00,:00:16,:01:36,,0,0,0,0,0,0,1,0,0,1,15,3,0,1,0,0,0,1,0,1,91.30,65.22,8.70,78.26,8.70,78.26,8.70,82.61,8.70,82.61,8.70,:42:33,:00:02,:42:35,:00:59,:43:34,3,2,:02:04,Nov_Res_Other_segmen,0,0,21,0,0,:42:33,:00:00,:00:00,:00:59,:00:00,:00:00,:02:14
10/30/2021,Nov_Res_Tech_Platinu,43,43,41,41,2,0,0,0,0,:07:00,:00:10,:00:00,:00:10,:00:05,,2,0,0,0,0,0,0,0,0,0,34,3,1,1,0,0,0,1,0,1,100.00,82.93,.00,90.24,.00,92.68,.00,95.12,.00,95.12,.00,1:28:49,:01:11,1:30:00,:02:08,1:32:08,3,2,:01:35,Nov_Res_Tech_Platinu,0,0,41,0,0,1:28:49,:00:00,:00:00,:02:08,:00:00,:00:00,:02:16
10/30/2021,Nov_Res_Tech_Gold,42,42,41,39,3,0,0,0,0,:09:10,:04:23,:00:00,:00:14,:01:28,,1,0,0,0,0,1,0,0,0,1,30,2,1,1,2,1,0,1,0,1,95.12,73.17,4.88,78.05,4.88,80.49,4.88,82.93,4.88,87.80,4.88,1:55:37,:00:01,1:55:38,:02:45,1:58:23,3,2,:03:30,Nov_Res_Tech_Other_s,0,0,39,0,0,1:55:37,:00:00,:00:00,:02:45,:00:00,:00:00,:03:05
10/30/2021,Nov_Res_Tech_Silver,54,54,54,52,2,0,0,0,0,:08:33,:03:25,:00:00,:00:10,:01:42,,0,0,0,0,0,1,0,0,0,1,45,0,4,0,1,0,1,0,0,1,96.30,83.33,3.70,83.33,3.70,90.74,3.70,90.74,3.70,92.59,3.70,2:00:20,:00:02,2:00:22,:02:57,2:03:19,9,2,:02:31,Nov_Res_Tech_Other_s,0,0,52,0,0,2:00:20,:00:00,:00:00,:02:57,:00:00,:00:00,:02:27
10/30/2021,Nov_Res_Tech_Bronze,69,69,68,65,4,0,0,0,0,:30:07,:06:18,:00:00,:00:28,:01:34,,1,0,0,1,0,0,0,0,0,2,45,4,2,3,1,1,0,1,4,4,95.59,66.18,4.41,72.06,4.41,75.00,4.41,79.41,2.94,80.88,2.94,3:13:10,:02:36,3:15:46,:03:57,3:19:43,7,2,:06:03,Nov_Res_Tech_Other_s,0,0,65,0,0,3:13:10,:00:00,:00:00,:03:57,:00:00,:00:00,:03:22
