Date,VDN,Entered Calls,Offered Calls,Offered Calls net,Answered Calls,Abnadoned Calls,Other Calls,Outflow Calls,Ronas,Interflow Calls,Answering t,Abandoned t,Otherwaiting t,Avg Answering t,Avg Abandoned t,Avg Otherwaiting t,Abandoned Calls 1,Abandoned Calls 2,Abandoned Calls 3,Abandoned Calls 4,Abandoned Calls 5,Abandoned Calls 6,Abandoned Calls 7,Abandoned Calls 8,Abandoned Calls 9,Abandoned Calls 10,Answered Calls 1,Answered Calls 2,Answered Calls 3,Answered Calls 4,Answered Calls 5,Answered Calls 6,Answered Calls 7,Answered Calls 8,Answered Calls 9,Answered Calls 10,% Performance,% SLA 10 sec.,% Aban > SLA 10 sec.,% SLA 20 sec.,% Aban > SLA 20 sec.,% SLA 30 sec.,% Aban > SLA 30 sec.,% SLA 40 sec.,% Aban > SLA 40 sec.,% SLA 50 sec.,% Aban > SLA 50 sec.,ACD t,Hold (inkl. Consult) ACD t,ACD CD t,ACW ACD t,ACD Handle t,Transfer made,Max Calls Waiting,Max Waiting t,Skill 1,Skill 2,Skill 3,Answered Skill 1,Answered Skill 2,Answered Skill 3,ACD Skill 1 t,ACD Skill 2 t,ACD Skill 3 t,ACW Skill 1 t,ACW Skill 2 t,ACW Skill 3 t,Avg VDN Time
Totals,,1107,1107,1104,1040,67,0,0,0,0,5:28:53,1:45:57,:00:00,:00:19,:01:35,,3,9,4,3,3,3,4,5,6,27,796,49,44,23,14,19,10,20,13,52,94.20,72.10,5.80,76.54,4.98,80.53,4.62,82.61,4.35,83.88,4.08,45:49:08,:03:46,45:52:54,:52:59,46:45:53,80,5,:07:35,,,,1040,0,0,45:49:08,:00:00,:00:00,:52:59,:00:00,:00:00,:02:53
11/6/2021,Nov_Res_Platinum,113,113,113,112,1,0,0,0,0,:28:21,:00:14,:00:00,:00:15,:00:14,,0,1,0,0,0,0,0,0,0,0,80,6,11,2,1,5,1,2,1,3,99.12,70.80,.88,76.11,.00,85.84,.00,87.61,.00,88.50,.00,5:16:42,:00:09,5:16:51,:05:49,5:22:40,7,2,:01:47,Nov_Res_Platinum,0,0,112,0,0,5:16:42,:00:00,:00:00,:05:49,:00:00,:00:00,:03:03
11/6/2021,Nov_Res_Gold,121,121,121,117,4,0,0,0,0,:33:00,:06:00,:00:00,:00:17,:01:30,,0,0,0,0,0,2,0,0,0,2,89,7,3,6,0,2,0,2,3,5,96.69,73.55,3.31,79.34,3.31,81.82,3.31,86.78,3.31,86.78,3.31,4:59:47,:00:00,4:59:47,:06:58,5:06:45,6,3,:02:55,Nov_Res_Other_segmen,0,0,117,0,0,4:59:47,:00:00,:00:00,:06:58,:00:00,:00:00,:02:48
11/6/2021,Nov_Res_Silver,207,207,207,187,20,0,0,0,0,1:15:17,:33:14,:00:00,:00:24,:01:40,,0,4,1,1,0,1,1,2,2,8,140,7,11,1,2,2,4,3,1,16,90.34,67.63,9.66,71.01,7.73,76.33,7.25,76.81,6.76,77.78,6.76,8:13:59,:00:08,8:14:07,:09:51,8:23:58,19,5,:04:52,Nov_Res_Other_segmen,0,0,187,0,0,8:13:59,:00:00,:00:00,:09:51,:00:00,:00:00,:02:55
11/6/2021,Nov_Res_Bronze,210,210,210,194,16,0,0,0,0,1:03:47,:29:03,:00:00,:00:20,:01:49,,0,1,2,0,1,0,1,2,3,6,149,4,6,7,6,5,1,3,4,9,92.38,70.95,7.62,72.86,7.14,75.71,6.19,79.05,6.19,81.90,5.71,8:31:30,:00:02,8:31:32,:09:39,8:41:11,6,3,:05:31,Nov_Res_Other_segmen,0,0,194,0,0,8:31:30,:00:00,:00:00,:09:39,:00:00,:00:00,:02:53
11/6/2021,Nov_Res_New,11,11,11,11,0,0,0,0,0,:01:10,:00:00,:00:00,:00:06,,,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,100.00,90.91,.00,90.91,.00,100.00,.00,100.00,.00,100.00,.00,:30:27,:02:08,:32:35,:00:38,:33:13,1,1,:00:26,Nov_Res_Other_segmen,0,0,11,0,0,:30:27,:00:00,:00:00,:00:38,:00:00,:00:00,:03:04
11/6/2021,Nov_Res_Tech_Platinu,38,38,37,37,1,0,0,0,0,:17:37,:00:00,:00:00,:00:29,:00:00,,1,0,0,0,0,0,0,0,0,0,28,2,2,1,0,0,0,0,2,2,100.00,75.68,.00,81.08,.00,86.49,.00,89.19,.00,89.19,.00,1:16:59,:00:00,1:16:59,:01:45,1:18:44,3,1,:07:35,Nov_Res_Tech_Platinu,0,0,37,0,0,1:16:59,:00:00,:00:00,:01:45,:00:00,:00:00,:02:29
11/6/2021,Nov_Res_Tech_Gold,30,30,30,30,0,0,0,0,0,:05:50,:00:00,:00:00,:00:12,,,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,1,1,100.00,90.00,.00,93.33,.00,93.33,.00,93.33,.00,93.33,.00,1:14:55,:00:02,1:14:57,:01:24,1:16:21,5,1,:01:52,Nov_Res_Tech_Other_s,0,0,30,0,0,1:14:55,:00:00,:00:00,:01:24,:00:00,:00:00,:02:42
11/6/2021,Nov_Res_Tech_Silver,72,72,72,64,8,0,0,0,0,:17:29,:14:32,:00:00,:00:16,:01:49,,0,1,0,1,2,0,0,0,0,4,51,6,1,0,0,0,1,2,0,3,88.89,70.83,11.11,79.17,9.72,80.56,9.72,80.56,8.33,80.56,5.56,3:08:40,:00:01,3:08:41,:03:01,3:11:42,7,3,:05:11,Nov_Res_Tech_Other_s,0,0,64,0,0,3:08:40,:00:00,:00:00,:03:01,:00:00,:00:00,:03:04
11/6/2021,Nov_Res_Tech_Bronze,85,85,85,78,7,0,0,0,0,:41:09,:14:11,:00:00,:00:32,:02:02,,0,0,0,0,0,0,1,1,0,5,55,2,2,0,4,1,2,4,0,8,91.76,64.71,8.24,67.06,8.24,69.41,8.24,69.41,8.24,74.12,8.24,3:14:11,:00:00,3:14:11,:03:48,3:17:59,5,5,:04:16,Nov_Res_Tech_Other_s,0,0,78,0,0,3:14:11,:00:00,:00:00,:03:48,:00:00,:00:00,:02:56
