,02_01_2020,02_02_2020,02_03_2020,02_04_2020,02_05_2020,02_06_2020,02_07_2020,02_08_2020,02_09_2020,02_10_2020,02_11_2020,02_12_2020,02_13_2020,02_14_2020,02_15_2020,02_16_2020,02_17_2020,02_18_2020,02_19_2020,02_20_2020,02_21_2020,02_22_2020,02_23_2020,02_24_2020,02_25_2020,02_26_2020,02_27_2020,02_28_2020,02_29_2020,03_01_2020,03_02_2020,03_03_2020,03_04_2020,03_05_2020,03_06_2020,03_07_2020,03_08_2020,03_09_2020,03_10_2020,03_11_2020,03_12_2020,03_13_2020,03_14_2020,03_15_2020,03_16_2020,03_17_2020,03_18_2020,03_19_2020,03_20_2020,03_21_2020,03_22_2020,03_23_2020,03_24_2020,03_25_2020,03_26_2020,03_27_2020,03_28_2020,03_29_2020,03_30_2020,03_31_2020,04_01_2020,04_02_2020,04_03_2020,04_04_2020,04_05_2020,04_06_2020,04_07_2020,04_08_2020,04_09_2020,04_10_2020,04_11_2020,04_12_2020,04_13_2020,04_14_2020,04_15_2020,04_16_2020,04_17_2020,04_18_2020,04_19_2020,04_20_2020,04_21_2020,04_22_2020,04_23_2020,04_24_2020,04_25_2020,04_26_2020,04_27_2020,04_28_2020,04_29_2020,04_30_2020,05_01_2020,05_02_2020,05_03_2020,05_04_2020,05_05_2020,05_06_2020,05_07_2020,05_08_2020,05_09_2020,05_10_2020,05_11_2020,05_12_2020,05_13_2020,05_14_2020,05_15_2020,05_16_2020,05_17_2020,05_18_2020,05_19_2020,05_20_2020,05_21_2020,05_22_2020,05_23_2020,05_24_2020,05_25_2020,05_26_2020,05_27_2020,05_28_2020,05_29_2020,05_30_2020,05_31_2020,06_01_2020,06_02_2020,06_03_2020,06_04_2020,06_05_2020,06_06_2020,06_07_2020,06_08_2020,06_09_2020,06_10_2020,06_11_2020,06_12_2020,06_13_2020,06_14_2020,06_15_2020,06_16_2020,06_17_2020,06_18_2020,06_19_2020,06_20_2020,06_21_2020,06_22_2020,06_23_2020,06_24_2020,06_25_2020,06_26_2020,06_27_2020,06_28_2020,06_29_2020,06_30_2020,07_01_2020,07_02_2020,07_03_2020,07_04_2020,07_05_2020,07_06_2020,07_07_2020,07_08_2020,07_09_2020,07_10_2020,07_11_2020,07_12_2020,07_13_2020,07_14_2020,07_15_2020,07_16_2020,07_17_2020,07_18_2020,07_19_2020,07_20_2020,07_21_2020,07_22_2020,07_23_2020,07_24_2020,07_25_2020,07_26_2020,07_27_2020,07_28_2020,07_29_2020,07_30_2020,07_31_2020,08_01_2020,08_02_2020,08_03_2020,08_04_2020,08_05_2020,08_06_2020,08_07_2020,08_08_2020,08_09_2020,08_10_2020,08_11_2020,08_12_2020,08_13_2020,08_14_2020,08_15_2020,08_16_2020,08_17_2020,08_18_2020,08_19_2020,08_20_2020,08_21_2020,08_22_2020,08_23_2020,08_24_2020,08_25_2020,08_26_2020,08_27_2020,08_28_2020,08_29_2020,08_30_2020,08_31_2020,09_01_2020,09_02_2020,09_03_2020,09_04_2020,09_05_2020,09_06_2020,09_07_2020,09_08_2020,09_09_2020,09_10_2020,09_11_2020,09_12_2020,09_13_2020,09_14_2020,09_15_2020,09_16_2020,09_17_2020,09_18_2020,09_19_2020,09_20_2020,09_21_2020,09_22_2020,09_23_2020,09_24_2020,09_25_2020,09_26_2020,09_27_2020,09_28_2020,09_29_2020,09_30_2020,10_01_2020,10_02_2020,10_03_2020,10_04_2020,10_05_2020,10_06_2020,10_07_2020,10_08_2020,10_09_2020,10_10_2020,10_11_2020,10_12_2020,10_13_2020,10_14_2020,10_15_2020,10_16_2020,10_17_2020,10_18_2020,10_19_2020,10_20_2020,10_21_2020,10_22_2020,10_23_2020,10_24_2020,10_25_2020,10_26_2020,10_27_2020,10_28_2020,10_29_2020,10_30_2020,10_31_2020,11_01_2020,11_02_2020,11_03_2020,11_04_2020,11_05_2020,11_06_2020,11_07_2020,11_08_2020,11_09_2020,11_10_2020,11_11_2020,11_12_2020,11_13_2020,11_14_2020,11_15_2020,11_16_2020,11_17_2020,11_18_2020,11_19_2020,11_20_2020,11_21_2020,11_22_2020,11_23_2020,11_24_2020,11_25_2020,11_26_2020,11_27_2020,11_28_2020,11_29_2020,11_30_2020,12_01_2020,12_02_2020,12_03_2020,12_04_2020,12_05_2020,12_06_2020,12_07_2020,12_08_2020,12_09_2020,12_10_2020,12_11_2020,12_12_2020,12_13_2020,12_14_2020,12_15_2020,12_16_2020,12_17_2020,12_18_2020,12_19_2020,12_20_2020,12_21_2020,12_22_2020,12_23_2020,12_24_2020,12_25_2020,12_26_2020,12_27_2020,12_28_2020,12_29_2020,12_30_2020,12_31_2020,01_01_2021,01_02_2021,01_03_2021,01_04_2021,01_05_2021,01_06_2021,01_07_2021,01_08_2021,01_09_2021,01_10_2021,01_11_2021,01_12_2021,01_13_2021,01_14_2021,01_15_2021,01_16_2021,01_17_2021,01_18_2021,01_19_2021,01_20_2021,01_21_2021,01_22_2021,01_23_2021,01_24_2021,01_25_2021,01_26_2021,01_27_2021,01_28_2021,01_29_2021,01_30_2021,01_31_2021,02_01_2021,02_02_2021,02_03_2021,02_04_2021,02_05_2021,02_06_2021,02_07_2021,02_08_2021,02_09_2021,02_10_2021,02_11_2021,02_12_2021,02_13_2021,02_14_2021,02_15_2021,02_16_2021,02_17_2021,02_18_2021,02_19_2021,02_20_2021,02_21_2021,02_22_2021,02_23_2021,02_24_2021,02_25_2021,02_26_2021,02_27_2021,02_28_2021,03_01_2021,03_02_2021,03_03_2021,03_04_2021,03_05_2021,03_06_2021,03_07_2021,03_08_2021,03_09_2021,03_10_2021,03_11_2021,03_12_2021,03_13_2021,03_14_2021,03_15_2021,03_16_2021,03_17_2021,03_18_2021,03_19_2021,03_20_2021,03_21_2021,03_22_2021,03_23_2021,03_24_2021,03_25_2021,03_26_2021,03_27_2021,03_28_2021,03_29_2021,03_30_2021,03_31_2021,04_01_2021,04_02_2021,04_03_2021,04_04_2021,04_05_2021,04_06_2021,04_07_2021,04_08_2021,04_09_2021,04_10_2021,04_11_2021,04_12_2021,04_13_2021,04_14_2021,04_15_2021,04_16_2021,04_17_2021,04_18_2021,04_19_2021,04_20_2021,04_21_2021,04_22_2021,04_23_2021,04_24_2021,04_25_2021,04_26_2021,04_27_2021,04_28_2021,04_29_2021,04_30_2021,05_01_2021,05_02_2021,05_03_2021,05_04_2021,05_05_2021,05_06_2021,05_07_2021,05_08_2021,05_09_2021,05_10_2021,05_11_2021,05_12_2021,05_13_2021,05_14_2021,05_15_2021,05_16_2021,05_17_2021,05_18_2021,05_19_2021,05_20_2021,05_21_2021,05_22_2021,05_23_2021,05_24_2021,05_25_2021,05_26_2021,05_27_2021,05_28_2021,05_29_2021,05_30_2021,05_31_2021,06_01_2021,06_02_2021,06_03_2021,06_04_2021,06_05_2021,06_06_2021,06_07_2021,06_08_2021,06_09_2021,06_10_2021,06_11_2021,06_12_2021,06_13_2021,06_14_2021,06_15_2021,06_16_2021,06_17_2021,06_18_2021,06_19_2021,06_20_2021,06_21_2021,06_22_2021,06_23_2021,06_24_2021,06_25_2021,06_26_2021,06_27_2021,06_28_2021,06_29_2021,06_30_2021,07_01_2021,07_02_2021,07_03_2021,07_04_2021,07_05_2021,07_06_2021,07_07_2021,07_08_2021,07_09_2021,07_10_2021,07_11_2021,07_12_2021,07_13_2021,07_14_2021,07_15_2021,07_16_2021,07_17_2021,07_18_2021,07_19_2021,07_20_2021,07_21_2021,07_22_2021,07_23_2021,07_24_2021,07_25_2021,07_26_2021,07_27_2021,07_28_2021,07_29_2021,07_30_2021,07_31_2021,08_01_2021,08_02_2021,08_03_2021,08_04_2021,08_05_2021,08_06_2021,08_07_2021,08_08_2021,08_09_2021,08_10_2021,08_11_2021,08_12_2021,08_13_2021,08_14_2021,08_15_2021,08_16_2021,08_17_2021,08_18_2021,08_19_2021,08_20_2021,08_21_2021,08_22_2021,08_23_2021,08_24_2021,08_25_2021,08_26_2021,08_27_2021,08_28_2021,08_29_2021,08_30_2021,08_31_2021,09_01_2021,09_02_2021,09_03_2021,09_04_2021,09_05_2021,09_06_2021,09_07_2021,09_08_2021,09_09_2021,09_10_2021,09_11_2021,09_12_2021,09_13_2021,09_14_2021,09_15_2021,09_16_2021,09_17_2021,09_18_2021,09_19_2021,09_20_2021,09_21_2021,09_22_2021,09_23_2021,09_24_2021,09_25_2021,09_26_2021,09_27_2021,09_28_2021,09_29_2021,09_30_2021,10_01_2021,10_02_2021,10_03_2021,10_04_2021,10_05_2021,10_06_2021,10_07_2021,10_08_2021,10_09_2021,10_10_2021,10_11_2021,10_12_2021,10_13_2021,10_14_2021,10_15_2021,10_16_2021,10_17_2021,10_18_2021,10_19_2021,10_20_2021,10_21_2021,10_22_2021,10_23_2021,10_24_2021,10_25_2021,10_26_2021,10_27_2021,10_28_2021,10_29_2021,10_30_2021,10_31_2021,11_01_2021,11_02_2021,11_03_2021,11_04_2021,11_05_2021,11_06_2021,11_07_2021,11_08_2021,11_09_2021,11_10_2021,11_11_2021
Residential Offered calls,2577.0,1617.0,2698.0,2703.0,3413.0,3946.0,3300.0,2600.0,1640.0,2894.0,2669.0,2828.0,2636.0,2594.0,2290.0,1518.0,2746.0,2441.0,3113.0,2611.0,2341.0,2125.0,1369.0,2686.0,3241.0,2850.0,2759.0,2643.0,2010.0,1735.0,2991.0,2540.0,5112.0,2972.0,3059.0,2265.0,1519.0,3124.0,2638.0,2514.0,2686.0,2620.0,2204.0,2480.0,3389.0,3387.0,2961.0,2115.0,1867.0,1545.0,1078.0,2329.0,2301.0,2532.0,3269.0,3154.0,2057.0,1339.0,2595.0,2436.0,3283.0,3177.0,3677.0,2748.0,1673.0,3549.0,3320.0,3455.0,3324.0,3571.0,1635.0,1278.0,3657.0,3751.0,3346.0,3305.0,2428.0,1371.0,1036.0,1654.0,3944.0,3327.0,2984.0,2691.0,1871.0,1111.0,3859.0,3525.0,3933.0,3929.0,1891.0,2179.0,1955.0,4186.0,3923.0,3596.0,3858.0,3457.0,2504.0,1476.0,3427.0,3365.0,3247.0,3504.0,3402.0,2358.0,1498.0,3131.0,3252.0,3281.0,3232.0,2765.0,1964.0,1843.0,1582.0,3840.0,3637.0,3228.0,3165.0,2039.0,1652.0,3324.0,3307.0,2984.0,2925.0,1853.0,1887.0,1473.0,3526.0,3550.0,3228.0,3569.0,3504.0,2271.0,1684.0,3167.0,3231.0,3467.0,3160.0,3260.0,2690.0,2181.0,3487.0,3281.0,3067.0,3279.0,3529.0,2479.0,1611.0,2581.0,3534.0,3695.0,3434.0,3933.0,2936.0,1858.0,3655.0,3155.0,3312.0,3053.0,3180.0,2808.0,1983.0,3284.0,2905.0,2027.0,3302.0,3040.0,2591.0,1672.0,3455.0,3172.0,2985.0,2888.0,3205.0,2926.0,1951.0,3318.0,3486.0,3669.0,3527.0,3044.0,2822.0,1846.0,2186.0,3736.0,4570.0,4273.0,4798.0,3614.0,2398.0,4060.0,4205.0,3804.0,3174.0,3252.0,2898.0,2301.0,4264.0,3542.0,3731.0,3688.0,3062.0,2519.0,1901.0,3344.0,3520.0,4379.0,3807.0,2551.0,2420.0,1910.0,4343.0,4153.0,3787.0,3487.0,3784.0,2759.0,1915.0,3284.0,2000.0,3964.0,3419.0,3821.0,2547.0,1882.0,3706.0,3557.0,3956.0,3419.0,3298.0,2491.0,2051.0,3450.0,3121.0,2989.0,3190.0,3101.0,2763.0,1838.0,4744.0,3693.0,3813.0,3270.0,3459.0,2667.0,1752.0,3808.0,3769.0,3625.0,3957.0,3650.0,2360.0,1895.0,1929.0,4074.0,3743.0,3633.0,3470.0,2523.0,1879.0,3699.0,3477.0,3603.0,3206.0,2225.0,2518.0,1872.0,3648.0,3651.0,3489.0,3344.0,3740.0,3006.0,1954.0,4219.0,5254.0,4474.0,3465.0,3789.0,2730.0,1902.0,4995.0,5498.0,4365.0,3923.0,3861.0,2626.0,1965.0,4055.0,3699.0,3299.0,3484.0,3499.0,2802.0,1863.0,3686.0,4099.0,3970.0,4150.0,3724.0,3229.0,2551.0,4344.0,5196.0,5128.0,4869.0,4699.0,3073.0,3072.0,5105.0,3101.0,5040.0,5672.0,4378.0,3190.0,2146.0,6395.0,6337.0,3789.0,3683.0,4110.0,4016.0,2228.0,4275.0,3712.0,3430.0,3514.0,3679.0,3193.0,2344.0,4394.0,3934.0,4200.0,3401.0,2020.0,2677.0,2146.0,4545.0,4177.0,2784.0,1987.0,4133.0,2905.0,2113.0,4127.0,3741.0,3418.0,3126.0,3679.0,4122.0,2284.0,3599.0,2431.0,3861.0,3543.0,3529.0,2606.0,1774.0,3531.0,3481.0,3651.0,3345.0,3803.0,2681.0,1807.0,4785.0,4014.0,3334.0,3380.0,3086.0,2468.0,1738.0,3688.0,3350.0,3248.0,3158.0,3154.0,2854.0,2289.0,3533.0,3995.0,3568.0,3467.0,3174.0,2680.0,1723.0,3301.0,2694.0,2690.0,3326.0,3019.0,2007.0,1703.0,4609.0,3502.0,3856.0,3294.0,3576.0,2727.0,1779.0,2938.0,3193.0,3492.0,3822.0,2946.0,2416.0,1965.0,3259.0,3321.0,3260.0,2624.0,3346.0,2380.0,2433.0,5462.0,4225.0,3725.0,3341.0,3256.0,2063.0,1570.0,2914.0,3258.0,3561.0,3383.0,3238.0,2445.0,2099.0,3047.0,2822.0,3054.0,3235.0,3269.0,2619.0,1638.0,3465.0,2847.0,3070.0,2692.0,2625.0,2089.0,1557.0,2756.0,2716.0,2902.0,2500.0,2684.0,2099.0,1423.0,2728.0,2563.0,3035.0,2904.0,2161.0,1591.0,1262.0,1424.0,2847.0,3957.0,3500.0,3166.0,2236.0,1656.0,3089.0,2979.0,3161.0,1936.0,2925.0,2221.0,1550.0,3127.0,3265.0,2903.0,2909.0,3170.0,2387.0,1595.0,1689.0,2951.0,2862.0,3153.0,3364.0,2644.0,1952.0,3368.0,3989.0,2999.0,3247.0,2865.0,2094.0,1721.0,2998.0,3034.0,3154.0,3505.0,3401.0,2825.0,1630.0,3214.0,7789.0,5999.0,4908.0,3269.0,3161.0,2028.0,3559.0,3559.0,3292.0,3060.0,3282.0,2928.0,2073.0,3357.0,3328.0,3712.0,4693.0,3433.0,2446.0,2570.0,3937.0,3303.0,3343.0,3477.0,3492.0,3463.0,3232.0,4087.0,3804.0,3197.0,3317.0,3449.0,2796.0,2215.0,3480.0,2988.0,3088.0,3015.0,2934.0,2449.0,2269.0,3411.0,3297.0,3482.0,3317.0,3739.0,3049.0,2585.0,2436.0,3658.0,3609.0,3311.0,3595.0,2761.0,2067.0,4159.0,3936.0,3241.0,3013.0,2907.0,2524.0,1978.0,3467.0,3099.0,2904.0,3056.0,3360.0,2657.0,1827.0,2984.0,2842.0,3233.0,3302.0,3117.0,2219.0,1769.0,3378.0,2946.0,3453.0,3232.0,3304.0,2357.0,1586.0,3164.0,2867.0,1884.0,3306.0,2817.0,2259.0,1544.0,3083.0,2939.0,3060.0,2951.0,2890.0,2446.0,1509.0,3075.0,2784.0,2941.0,2710.0,2852.0,1937.0,1429.0,2770.0,2637.0,3024.0,2944.0,3137.0,2213.0,1506.0,6145.0,3107.0,3771.0,3365.0,4451.0,3485.0,2341.0,2647.0,3796.0,3577.0,3426.0,3301.0,2533.0,1453.0,2664.0,2583.0,2776.0,2822.0,2628.0,1980.0,1635.0,2905.0,2646.0,2408.0,2394.0,2526.0,2049.0,1416.0,2981.0,3298.0,2815.0,3058.0,2833.0,2311.0,1444.0,3005.0,2864.0,2706.0,3007.0
Residential Answered calls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2823.0,2517.0,2329.0,2314.0,2439.0,1992.0,1376.0,2791.0,3015.0,2634.0,2865.0,2634.0,2175.0,1381.0,2798.0,2755.0,2597.0,2854.0
Residential Accessibility rate (%),97.71,98.39,97.78,98.37,95.84,90.85,97.18,95.27,97.32,98.51,97.23,98.76,98.29,97.34,96.64,97.36,98.91,98.4,97.04,98.54,98.8,99.48,98.25,98.99,91.89,97.89,97.06,95.69,96.72,96.25,97.29,98.62,84.74,97.71,96.4,93.42,97.04,96.0,95.45,93.64,96.87,98.63,97.05,88.55,93.54,95.87,95.27,98.91,98.71,98.58,98.98,98.07,96.83,95.58,87.79,93.53,96.4,98.51,98.3,98.11,93.02,92.19,92.82,90.68,94.74,90.5,92.77,87.61,92.48,89.95,96.39,97.81,90.18,90.06,95.49,94.74,97.41,99.34,99.23,99.27,80.25,94.98,94.57,96.47,97.38,98.83,83.78,91.52,85.18,83.99,98.04,94.58,78.72,87.51,90.03,91.74,89.24,91.99,94.89,98.04,96.38,95.81,95.47,95.35,94.47,97.63,97.2,96.93,98.15,97.35,97.0,97.5,97.3,93.87,98.42,96.17,95.38,97.65,96.46,98.23,98.0,93.56,96.76,98.76,97.47,98.17,96.18,96.13,95.38,96.85,98.23,95.77,95.52,98.24,97.86,98.29,98.17,95.76,97.88,97.61,96.58,92.94,96.73,96.22,97.62,97.22,96.26,96.29,97.58,98.68,94.26,94.48,94.87,90.06,93.26,96.18,92.56,95.75,94.9,96.3,97.04,91.49,97.28,93.48,96.73,99.11,95.97,95.03,94.64,97.73,94.62,98.11,97.79,98.61,95.79,93.75,94.41,96.93,95.27,92.91,95.41,96.94,91.71,98.16,97.85,91.25,81.0,89.84,88.12,84.34,90.66,87.93,86.92,90.85,94.55,94.28,91.96,94.09,86.8,90.23,93.35,93.28,95.43,94.48,96.05,96.74,88.75,90.04,94.9,96.47,96.86,95.86,89.45,92.08,94.16,95.12,95.4,93.22,82.35,95.16,98.05,91.8,95.88,94.27,96.07,96.65,91.31,95.95,93.71,94.71,97.03,96.23,91.18,96.61,96.32,93.24,94.61,96.68,92.94,96.08,87.25,92.63,94.65,92.87,91.82,94.3,97.03,89.42,88.01,89.02,87.89,94.11,96.61,95.83,97.62,90.94,91.02,92.62,94.87,92.59,94.15,92.46,94.88,93.84,95.63,95.82,96.43,94.12,93.67,91.65,93.06,93.18,91.82,93.48,95.96,91.4,86.33,85.7,95.12,94.62,91.39,97.42,82.42,75.63,88.32,91.33,91.61,88.39,90.53,91.47,95.08,97.15,96.24,92.86,88.58,97.8,93.16,88.36,87.63,88.67,92.64,84.14,82.67,85.61,82.33,80.21,84.41,80.38,84.87,75.59,72.93,88.58,75.97,69.82,84.58,83.13,92.87,56.64,64.72,88.68,91.2,89.51,70.67,90.48,85.05,90.01,92.54,93.34,90.76,86.6,91.94,83.96,86.65,79.67,89.21,95.84,93.72,93.15,89.26,91.91,87.0,96.83,93.15,92.25,96.31,91.79,95.08,96.69,97.47,92.06,68.66,87.65,94.14,97.2,93.78,95.71,93.43,94.97,97.18,96.46,97.87,94.19,97.97,93.72,91.94,96.85,88.15,91.21,97.51,97.66,98.51,95.95,98.73,93.87,96.03,97.01,97.31,97.59,90.89,93.32,96.21,92.79,95.01,97.78,98.2,96.98,98.32,97.36,99.59,98.88,95.37,97.62,97.71,94.36,95.1,98.97,96.94,98.57,91.61,94.35,96.96,97.35,98.34,94.99,94.32,97.25,95.03,95.32,97.67,97.71,96.96,98.02,89.18,95.8,80.85,76.25,94.39,95.73,97.9,97.7,97.58,97.01,97.43,95.0,92.61,96.54,95.4,95.46,94.24,98.33,97.38,96.69,95.64,97.34,92.44,96.34,97.29,97.51,97.46,97.66,99.2,95.31,99.17,99.24,97.35,98.31,98.2,98.06,97.67,98.45,98.35,98.63,98.12,98.35,98.33,98.62,97.54,98.53,98.63,93.58,95.34,97.13,97.76,98.13,98.03,99.06,95.19,98.04,96.75,97.57,98.39,99.58,98.93,98.62,98.87,97.22,95.77,98.5,98.99,98.54,98.81,96.76,95.81,95.57,98.82,95.78,88.52,98.33,97.75,98.53,97.33,97.73,97.5,98.15,98.35,96.03,97.88,91.82,96.38,93.81,52.83,64.41,72.37,87.86,80.54,88.61,93.14,94.38,96.48,96.14,95.7,85.01,94.26,93.66,94.23,93.83,85.08,96.04,94.73,90.0,90.5,95.97,94.47,93.24,94.87,90.47,82.7,83.53,86.51,97.09,97.17,94.72,91.6,93.68,94.77,97.93,96.21,97.98,96.97,98.08,93.43,94.72,97.85,89.26,96.38,93.82,91.73,81.16,91.26,95.08,93.38,94.2,92.8,90.84,92.69,88.15,93.95,94.48,97.64,98.31,95.21,97.52,93.31,97.58,98.86,97.81,97.14,95.94,97.15,97.75,98.63,90.57,94.16,97.11,97.12,97.34,93.99,98.0,92.59,92.02,95.19,91.81,94.7,95.61,97.21,96.34,89.69,94.07,97.43,97.22,93.03,95.13,96.63,94.44,95.22,94.77,97.55,95.87,98.64,94.59,95.79,96.25,98.61,98.88,98.28,9651.0,95.27,94.26,94.1,92.86,92.43,58.08,92.08,81.76,89.51,80.66,76.3,87.48,85.87,86.93,91.33,89.7,89.28,89.34,97.66,96.36,94.73,96.36,96.0,96.16,97.58,98.47,97.18,95.12,96.72,96.66,96.56,97.22,97.18,93.63,91.42,93.57,93.69,92.98,94.12,95.64,93.11,96.19,95.97,94.91
Residential Service Level (30 sec) (%),88.09,93.32,89.77,90.31,80.84,67.41,82.36,79.23,88.17,89.12,88.98,91.83,92.11,90.48,85.2,89.99,93.74,94.14,86.32,91.27,93.21,95.44,94.08,93.08,85.53,88.32,88.62,85.36,90.5,85.88,91.34,94.21,61.82,90.14,85.88,74.75,88.48,83.9,83.74,82.54,87.01,89.12,85.39,65.6,72.41,81.72,76.8,93.38,94.54,93.2,93.69,88.24,83.22,80.29,70.63,74.25,83.37,91.93,90.79,87.6,71.86,71.89,72.83,69.21,80.87,61.9,68.25,64.28,70.19,61.22,84.16,91.0,61.91,69.21,81.35,78.73,86.24,96.94,97.39,95.34,43.76,74.06,75.84,79.23,86.05,95.59,52.6,65.08,48.97,51.62,93.28,80.63,71.92,58.1,63.96,70.77,67.68,70.58,80.07,93.63,82.17,80.92,80.41,80.05,76.84,86.77,88.52,83.55,88.65,83.72,86.14,87.38,91.09,84.16,92.67,85.21,78.66,85.97,83.51,90.88,91.77,74.34,84.85,91.72,86.77,93.15,86.06,88.32,79.69,82.51,90.46,79.46,85.53,88.99,89.85,90.12,90.03,80.96,90.06,88.1,85.13,81.43,83.68,85.04,89.11,90.18,86.4,86.16,91.93,93.57,82.54,76.05,77.87,64.2,73.81,83.58,71.9,81.33,79.35,86.01,84.75,71.4,86.94,77.04,87.33,97.63,81.44,81.12,79.97,89.47,77.51,89.34,89.21,92.11,84.31,75.77,82.11,83.03,80.18,73.51,81.34,85.41,72.57,91.22,88.52,72.32,55.14,66.67,62.65,58.99,70.56,61.5,60.88,66.9,76.91,76.97,71.12,79.4,61.98,68.32,74.83,74.89,81.74,78.56,84.96,83.88,69.38,69.65,78.17,83.54,84.26,83.3,62.56,70.33,75.86,78.92,80.21,73.5,95.67,80.51,93.4,69.27,81.84,79.01,82.61,83.53,68.94,80.26,72.24,79.29,84.57,83.54,72.35,82.99,82.47,75.81,80.78,85.17,74.01,85.15,62.54,71.27,75.9,76.39,73.87,76.45,85.39,65.78,64.1,65.77,63.2,75.56,86.23,84.43,90.15,64.21,70.99,71.65,77.49,78.24,79.19,72.97,78.54,76.24,84.09,81.3,82.25,77.51,70.64,69.71,78.73,76.02,73.45,74.62,84.03,70.63,59.04,62.83,79.51,75.61,68.28,84.86,54.75,45.94,58.76,70.92,70.6,66.6,74.76,68.36,78.91,83.27,85.25,77.22,66.39,90.77,73.9,64.7,63.02,64.07,74.44,60.11,58.06,59.51,51.15,48.77,54.63,50.41,56.26,45.54,35.95,61.43,37.74,38.93,56.3,55.86,73.9,32.01,38.77,66.9,71.3,64.89,35.71,65.84,55.93,67.13,72.01,74.16,66.62,57.85,68.52,53.14,63.35,54.69,67.22,82.62,76.5,77.54,64.44,70.07,60.27,84.65,72.37,71.84,78.94,66.51,76.85,81.8,85.44,73.14,44.78,64.19,76.33,86.96,75.42,82.42,78.15,78.47,88.44,80.54,86.84,76.14,89.84,73.05,70.65,85.89,59.02,66.39,86.02,89.47,92.09,83.27,91.66,72.1,83.04,82.82,88.54,88.74,68.92,73.53,79.88,69.51,78.05,86.27,89.13,82.13,89.84,86.13,94.77,93.23,81.66,89.14,90.08,83.21,74.31,93.18,84.75,87.25,74.92,77.59,85.67,87.34,89.57,81.44,79.51,86.39,79.14,81.07,86.5,86.15,84.97,91.01,72.09,82.02,54.3,48.43,71.27,79.89,88.96,90.79,86.52,89.36,87.3,82.57,76.5,82.44,78.04,79.35,79.75,89.6,87.6,85.04,80.49,86.33,74.91,86.63,87.1,88.23,86.22,90.16,94.02,78.84,92.36,94.45,90.8,92.3,92.4,90.2,88.61,91.71,90.73,90.44,88.43,93.84,89.31,94.15,90.1,92.21,92.62,77.0,77.86,86.45,89.13,91.06,91.0,95.27,82.73,92.36,90.7,87.62,91.87,95.91,92.1,92.8,93.4,87.0,84.46,94.61,95.26,92.58,95.84,85.22,83.35,83.02,93.7,85.96,74.43,89.63,89.19,92.25,90.11,88.96,87.16,88.4,89.38,80.74,86.27,67.15,83.62,79.37,29.18,36.21,43.87,64.82,50.65,67.16,69.77,79.66,80.32,80.29,79.68,57.27,76.36,79.68,79.09,71.52,55.06,77.86,77.35,67.44,66.68,79.47,75.68,68.42,74.08,65.09,50.68,47.08,56.52,82.73,87.04,76.02,67.06,75.03,76.09,89.19,81.64,86.3,83.67,89.79,77.52,74.67,85.02,77.77,80.52,77.59,68.38,57.6,69.54,75.21,71.82,72.94,71.63,69.54,70.44,58.69,70.38,74.36,86.49,89.96,81.58,89.79,70.67,88.29,91.8,88.94,84.38,82.05,86.54,88.3,93.03,80.67,75.89,84.47,86.44,88.98,75.7,88.53,70.2,69.31,74.76,70.51,75.79,73.2,81.76,84.39,63.31,72.49,84.68,87.63,69.7,77.1,83.17,74.25,78.86,76.33,89.26,77.4,89.91,79.67,81.59,82.5,93.03,94.75,82.53,85.86,81.28,77.04,76.28,76.95,77.42,33.3,73.8,56.25,62.44,49.45,46.57,60.1,65.92,60.33,67.68,67.1,70.04,67.79,88.37,84.12,78.86,84.19,79.23,82.69,89.75,88.93,82.44,76.95,86.88,83.63,84.01,85.8,89.12,71.75,65.92,78.72,73.19,75.75,76.68,81.23,77.34,81.15,80.08,78.32
