Date,VDN,Entered Calls,Offered Calls,Offered Calls net,Answered Calls,Abnadoned Calls,Other Calls,Outflow Calls,Ronas,Interflow Calls,Answering t,Abandoned t,Otherwaiting t,Avg Answering t,Avg Abandoned t,Avg Otherwaiting t,Abandoned Calls 1,Abandoned Calls 2,Abandoned Calls 3,Abandoned Calls 4,Abandoned Calls 5,Abandoned Calls 6,Abandoned Calls 7,Abandoned Calls 8,Abandoned Calls 9,Abandoned Calls 10,Answered Calls 1,Answered Calls 2,Answered Calls 3,Answered Calls 4,Answered Calls 5,Answered Calls 6,Answered Calls 7,Answered Calls 8,Answered Calls 9,Answered Calls 10,% Performance,% SLA 10 sec.,% Aban > SLA 10 sec.,% SLA 20 sec.,% Aban > SLA 20 sec.,% SLA 30 sec.,% Aban > SLA 30 sec.,% SLA 40 sec.,% Aban > SLA 40 sec.,% SLA 50 sec.,% Aban > SLA 50 sec.,ACD t,Hold (inkl. Consult) ACD t,ACD CD t,ACW ACD t,ACD Handle t,Transfer made,Max Calls Waiting,Max Waiting t,Skill 1,Skill 2,Skill 3,Answered Skill 1,Answered Skill 2,Answered Skill 3,ACD Skill 1 t,ACD Skill 2 t,ACD Skill 3 t,ACW Skill 1 t,ACW Skill 2 t,ACW Skill 3 t
Totals,,113,113,113,113,0,0,0,0,0,:10:15,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,110,0,2,0,1,0,0,0,0,0,100.00,97.35,.00,97.35,.00,99.12,.00,99.12,.00,100.00,.00,5:40:37,:00:59,5:41:36,:04:38,5:46:14,10,1,:00:41,,,,113,0,0,5:40:37,:00:00,:00:00,:04:38,:00:00,:00:00
11/1/2021,Nov_Pre_Platinum,1,1,1,1,0,0,0,0,0,:00:05,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:03:38,:00:00,:03:38,:00:03,:03:41,0,1,:00:05,Nov_Prepaid,0,0,1,0,0,:03:38,:00:00,:00:00,:00:03,:00:00,:00:00
11/1/2021,Nov_Pre_Gold,2,2,2,2,0,0,0,0,0,:00:06,:00:00,:00:00,:00:03,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:06:32,:00:00,:06:32,:00:04,:06:36,0,1,:00:03,Nov_Prepaid,0,0,2,0,0,:06:32,:00:00,:00:00,:00:04,:00:00,:00:00
11/1/2021,Nov_Pre_Silver,3,3,3,3,0,0,0,0,0,:00:18,:00:00,:00:00,:00:06,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:07:17,:00:00,:07:17,:00:07,:07:24,0,1,:00:06,Nov_Prepaid,0,0,3,0,0,:07:17,:00:00,:00:00,:00:07,:00:00,:00:00
11/1/2021,Nov_Pre_Bronze,22,22,22,22,0,0,0,0,0,:02:09,:00:00,:00:00,:00:06,,,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,100.00,95.45,.00,95.45,.00,100.00,.00,100.00,.00,100.00,.00,1:20:42,:00:01,1:20:43,:00:58,1:21:41,3,1,:00:24,Nov_Prepaid,0,0,22,0,0,1:20:42,:00:00,:00:00,:00:58,:00:00,:00:00
11/1/2021,Nov_Pre_ New,17,17,17,17,0,0,0,0,0,:01:19,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:47:05,:00:00,:47:05,:00:42,:47:47,2,1,:00:08,Nov_Prepaid,0,0,17,0,0,:47:05,:00:00,:00:00,:00:42,:00:00,:00:00
11/1/2021,Nov_Pre_Tech_Platinu,2,2,2,2,0,0,0,0,0,:00:07,:00:00,:00:00,:00:04,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:09:37,:00:00,:09:37,:00:05,:09:42,0,1,:00:04,Nov_Prepaid,0,0,2,0,0,:09:37,:00:00,:00:00,:00:05,:00:00,:00:00
11/1/2021,Nov_Pre_Tech_Gold,5,5,5,5,0,0,0,0,0,:00:45,:00:00,:00:00,:00:09,,,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,100.00,80.00,.00,80.00,.00,100.00,.00,100.00,.00,100.00,.00,:11:54,:00:00,:11:54,:00:11,:12:05,0,1,:00:29,Nov_Prepaid,0,0,5,0,0,:11:54,:00:00,:00:00,:00:11,:00:00,:00:00
11/1/2021,Nov_Pre_Tech_Silver,6,6,6,6,0,0,0,0,0,:00:28,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:17:51,:00:00,:17:51,:00:12,:18:03,0,1,:00:07,Nov_Prepaid,0,0,6,0,0,:17:51,:00:00,:00:00,:00:12,:00:00,:00:00
11/1/2021,Nov_Pre_Tech_Bronze,39,39,39,39,0,0,0,0,0,:03:34,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,0,100.00,97.44,.00,97.44,.00,97.44,.00,97.44,.00,100.00,.00,1:46:44,:00:58,1:47:42,:01:36,1:49:18,5,1,:00:41,Nov_Prepaid,0,0,39,0,0,1:46:44,:00:00,:00:00,:01:36,:00:00,:00:00
11/1/2021,Nov_Pre_Tech_New,16,16,16,16,0,0,0,0,0,:01:24,:00:00,:00:00,:00:05,,,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,100.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,100.00,.00,:49:17,:00:00,:49:17,:00:40,:49:57,0,1,:00:08,Nov_Prepaid,0,0,16,0,0,:49:17,:00:00,:00:00,:00:40,:00:00,:00:00
